Achitecture,Base Clock,Base Power,Gen,IGPU Frequency,Launch Date,Link,Max Boost Clock,Max Power,Memory Channels,Memory Type,Name,Series,Total Cache,Total Cores,Total Threads
10,2.1,35,9,1000,Q2'21,https://www.intel.com/content/www/us/en/products/sku/213798/intel-core-i911950h-processor-24m-cache-up-to-4-90-ghz/specifications.html,5.0,45,,4,i9-11950H,11th Generation Intel® Core™ i9 Processors,24,8,16.0
14,2.8,0,5,950,Q4'15,https://www.intel.com/content/www/us/en/products/sku/93277/intel-core-i56402p-processor-6m-cache-up-to-3-40-ghz/specifications.html,3.4,0,,4,i5-6402P,6th Generation Intel® Core™ i5 Processors,6,4,4.0
7,4.4,15,3,1000,Q1'22,https://www.intel.com/content/www/us/en/products/sku/226269/intel-core-i31215u-processor-10m-cache-up-to-4-40-ghz-with-ipu/specifications.html,4.4,55,,5,i3-1215U,12th Generation Intel® Core™ i3 Processors,10,6,8.0
14,2.9,23,5,1000,Q3'15,https://www.intel.com/content/www/us/en/products/sku/91166/intel-core-i56267u-processor-4m-cache-up-to-3-30-ghz/specifications.html,3.3,28,,4,i5-6267U,6th Generation Intel® Core™ i5 Processors,4,2,4.0
7,1.0,0,7,1000,Q1'22,https://www.intel.com/content/www/us/en/products/sku/132216/intel-core-i712700te-processor-25m-cache-up-to-4-60-ghz/specifications.html,4.6,0,,5,i7-12700TE,12th Generation Intel® Core™ i7 Processors,25,12,20.0
7,1.6,65,7,0,Q1'22,https://www.intel.com/content/www/us/en/products/sku/134592/intel-core-i712700f-processor-25m-cache-up-to-4-90-ghz/specifications.html,4.8,180,,5,i7-12700F,12th Generation Intel® Core™ i7 Processors,25,12,20.0
22,1.4,0,5,1000,Q2'14,https://www.intel.com/content/www/us/en/products/sku/75030/intel-core-i54260u-processor-3m-cache-up-to-2-70-ghz/specifications.html,2.7,0,,3,i5-4260U,4th Generation Intel® Core™ i5 Processors,3,2,4.0
22,3.2,0,5,1000,Q2'13,https://www.intel.com/content/www/us/en/products/sku/75043/intel-core-i54570-processor-6m-cache-up-to-3-60-ghz/specifications.html,3.6,0,,3,i5-4570,4th Generation Intel® Core™ i5 Processors,6,4,4.0
14,0.6,23,5,1000,Q1'15,https://www.intel.com/content/www/us/en/products/sku/84985/intel-core-i55257u-processor-3m-cache-up-to-3-10-ghz/specifications.html,3.1,28,,3,i5-5257U,5th Generation Intel® Core™ i5 Processors,3,2,4.0
10,1.3,12,7,1000,Q2'21,https://www.intel.com/content/www/us/en/products/sku/217187/intel-core-i71195g7-processor-12m-cache-up-to-5-00-ghz/specifications.html,5.0,28,,4,i7-1195G7,11th Generation Intel® Core™ i7 Processors,12,4,8.0
22,1.4,0,5,850,Q3'13,https://www.intel.com/content/www/us/en/products/sku/75802/intel-core-i54200y-processor-3m-cache-up-to-1-90-ghz/specifications.html,1.9,0,,3,i5-4200Y,4th Generation Intel® Core™ i5 Processors,3,2,4.0
7,5.0,55,7,1000,Q1'23,https://www.intel.com/content/www/us/en/products/sku/232166/intel-core-i713700hx-processor-30m-cache-up-to-5-00-ghz/specifications.html,5.0,157,,5,i7-13700HX,13th Generation Intel® Core™ i7 Processors,30,16,24.0
14,2.8,0,5,1000,Q2'18,https://www.intel.com/content/www/us/en/products/sku/140644/intel-core-i58400-processor-9m-cache-up-to-4-00-ghz-includes-intel-optane-memory-16gb/specifications.html,4.0,0,,4,i5-8400,8th Generation Intel® Core™ i5 Processors,9,6,6.0
14,0.6,9,7,1000,Q1'15,https://www.intel.com/content/www/us/en/products/sku/84992/intel-core-i75550u-processor-4m-cache-up-to-3-00-ghz/specifications.html,3.0,15,,3,i7-5550U,5th Generation Intel® Core™ i7 Processors,4,2,4.0
7,5.2,15,7,1000,Q2'24,https://www.intel.com/content/www/us/en/products/sku/239177/intel-core-7-processor-160ul-12m-cache-up-to-5-20-ghz/specifications.html,5.2,55,,5,160UL,Intel® Core™ processors (Series 1),12,10,12.0
14,3.2,0,5,1000,Q1'21,https://www.intel.com/content/www/us/en/products/sku/201891/intel-core-i510505-processor-12m-cache-up-to-4-60-ghz/specifications.html,4.6,0,,4,i5-10505,10th Generation Intel® Core™ i5 Processors,12,6,12.0
14,1.2,25,5,1000,Q2'18,https://www.intel.com/content/www/us/en/products/sku/129940/intel-core-i58400t-processor-9m-cache-up-to-3-30-ghz/specifications.html,3.3,35,,4,i5-8400T,8th Generation Intel® Core™ i5 Processors,9,6,6.0
22,2.6,0,3,1000,Q2'14,https://www.intel.com/content/www/us/en/products/sku/80918/intel-core-i34340te-processor-4m-cache-2-60-ghz/specifications.html,2.6,0,,3,i3-4340TE,4th Generation Intel® Core™ i3 Processors,4,2,4.0
14,2.8,0,7,1000,Q3'15,https://www.intel.com/content/www/us/en/products/sku/88200/intel-core-i76700t-processor-8m-cache-up-to-3-60-ghz/specifications.html,3.6,0,,4,i7-6700T,6th Generation Intel® Core™ i7 Processors,8,4,8.0
7,0.8,35,9,1000,Q1'23,https://www.intel.com/content/www/us/en/products/sku/230498/intel-core-i913900t-processor-36m-cache-up-to-5-30-ghz/specifications.html,5.1,106,,5,i9-13900T,13th Generation Intel® Core™ i9 Processors,36,24,32.0
14,2.5,25,3,1000,Q2'20,https://www.intel.com/content/www/us/en/products/sku/199282/intel-core-i310300t-processor-8m-cache-up-to-3-90-ghz/specifications.html,3.9,35,,4,i3-10300T,10th Generation Intel® Core™ i3 Processors,8,4,8.0
14,1.9,20,3,1000,Q2'18,https://www.intel.com/content/www/us/en/products/sku/135936/intel-core-i38109u-processor-4m-cache-up-to-3-60-ghz/specifications.html,3.6,28,,4,i3-8109U,8th Generation Intel® Core™ i3 Processors,4,2,4.0
22,2.0,0,7,1000,Q2'13,https://www.intel.com/content/www/us/en/products/sku/75121/intel-core-i74765t-processor-8m-cache-up-to-3-00-ghz/specifications.html,3.0,0,,3,i7-4765T,4th Generation Intel® Core™ i7 Processors,8,4,8.0
14,2.4,0,9,1000,Q2'19,https://www.intel.com/content/www/us/en/products/sku/192990/intel-core-i99980hk-processor-16m-cache-up-to-5-00-ghz/specifications.html,5.0,0,,4,i9-9980HK,9th Generation Intel® Core™ i9 Processors,16,8,16.0
14,2.3,0,3,1000,Q2'20,https://www.intel.com/content/www/us/en/products/sku/203899/intel-core-i310100te-processor-6m-cache-up-to-3-60-ghz/specifications.html,3.6,0,,4,i3-10100TE,10th Generation Intel® Core™ i3 Processors,6,4,8.0
22,1.6,0,5,850,Q3'13,https://www.intel.com/content/www/us/en/products/sku/76613/intel-core-i54302y-processor-3m-cache-up-to-2-30-ghz/specifications.html,2.3,0,,3,i5-4302Y,4th Generation Intel® Core™ i5 Processors,3,2,4.0
14,2.9,0,9,1000,Q2'18,https://www.intel.com/content/www/us/en/products/sku/134903/intel-core-i98950hk-processor-12m-cache-up-to-4-80-ghz/specifications.html,4.8,0,,4,i9-8950HK,8th Generation Intel® Core™ i9 Processors,12,6,12.0
14,2.9,35,7,1000,Q1'17,https://www.intel.com/content/www/us/en/products/sku/97496/intel-core-i77820hq-processor-8m-cache-up-to-3-90-ghz/specifications.html,3.9,45,,4,i7-7820HQ,7th Generation Intel® Core™ i7 Processors,8,4,8.0
22,2.8,0,5,1000,Q4'13,https://www.intel.com/content/www/us/en/products/sku/76750/intel-core-i54330m-processor-3m-cache-up-to-3-50-ghz/specifications.html,3.5,0,,3,i5-4330M,4th Generation Intel® Core™ i5 Processors,3,2,4.0
14,3.4,0,3,1000,Q1'17,https://www.intel.com/content/www/us/en/products/sku/97125/intel-core-i37101te-processor-3m-cache-3-40-ghz/specifications.html,3.4,0,,3,i3-7101TE,7th Generation Intel® Core™ i3 Processors,3,2,4.0
7,1.9,28,7,1000,Q1'23,https://www.intel.com/content/www/us/en/products/sku/235073/intel-core-i71370pre-processor-24m-cache-up-to-4-80-ghz/specifications.html,4.8,28,,5,i7-1370PRE,13th Generation Intel® Core™ i7 Processors,24,14,20.0
10,0.8,7,3,1000,Q1'21,https://www.intel.com/content/www/us/en/products/sku/209736/intel-core-i31120g4-processor-8m-cache-up-to-3-50-ghz-with-ipu/specifications.html,3.5,15,,4,i3-1120G4,11th Generation Intel® Core™ i3 Processors,8,4,8.0
14,2.9,0,5,1000,Q1'19,https://www.intel.com/content/www/us/en/products/sku/134898/intel-core-i59400-processor-9m-cache-up-to-4-10-ghz/specifications.html,4.1,0,,4,i5-9400,9th Generation Intel® Core™ i5 Processors,9,6,6.0
22,2.5,0,5,0,Q1'14,https://www.intel.com/content/www/us/en/products/sku/75554/intel-core-i54402ec-processor-4m-cache-up-to-2-50-ghz/specifications.html,2.5,0,,3,i5-4402EC,4th Generation Intel® Core™ i5 Processors,4,2,4.0
7,1.5,65,7,0,Q1'24,https://www.intel.com/content/www/us/en/products/sku/236854/intel-core-i7-processor-14700f-33m-cache-up-to-5-40-ghz/specifications.html,5.3,219,,5,i7-14700F,Intel® Core™ i7 Processors (14th gen),33,20,28.0
14,1.9,37,7,1000,Q2'15,https://www.intel.com/content/www/us/en/products/sku/88094/intel-core-i75850eq-processor-6m-cache-up-to-3-40-ghz/specifications.html,3.4,47,,3,i7-5850EQ,5th Generation Intel® Core™ i7 Processors,6,4,8.0
14,2.4,0,5,1000,Q2'19,https://www.intel.com/content/www/us/en/products/sku/191070/intel-core-i58279u-processor-6m-cache-up-to-4-10-ghz/specifications.html,4.1,0,,4,i5-8279U,8th Generation Intel® Core™ i5 Processors,6,4,8.0
7,1.8,65,5,1000,Q1'23,https://www.intel.com/content/www/us/en/products/sku/230580/intel-core-i513500-processor-24m-cache-up-to-4-80-ghz/specifications.html,4.8,154,,5,i5-13500,13th Generation Intel® Core™ i5 Processors,24,14,20.0
22,2.9,0,5,1000,Q1'14,https://www.intel.com/content/www/us/en/products/sku/80344/intel-core-i54340m-processor-3m-cache-up-to-3-60-ghz/specifications.html,3.6,0,,3,i5-4340M,4th Generation Intel® Core™ i5 Processors,3,2,4.0
10,0.9,7,7,1000,Q3'20,https://www.intel.com/content/www/us/en/products/sku/208661/intel-core-i71160g7-processor-12m-cache-up-to-4-40-ghz-with-ipu/specifications.html,4.4,15,,4,i7-1160G7,11th Generation Intel® Core™ i7 Processors,12,4,8.0
7,5.0,15,7,1000,Q1'23,https://www.intel.com/content/www/us/en/products/sku/232160/intel-core-i71355u-processor-12m-cache-up-to-5-00-ghz/specifications.html,5.0,55,,5,i7-1355U,13th Generation Intel® Core™ i7 Processors,12,10,12.0
7,1.8,65,5,1000,Q1'23,https://www.intel.com/content/www/us/en/products/sku/230495/intel-core-i513400-processor-20m-cache-up-to-4-60-ghz/specifications.html,4.6,148,,5,i5-13400,13th Generation Intel® Core™ i5 Processors,20,10,16.0
14,2.2,35,7,1000,Q3'20,https://www.intel.com/content/www/us/en/products/sku/208018/intel-core-i710870h-processor-16m-cache-up-to-5-00-ghz/specifications.html,5.0,45,,4,i7-10870H,10th Generation Intel® Core™ i7 Processors,16,8,16.0
10,2.1,35,7,1000,Q3'21,https://www.intel.com/content/www/us/en/products/sku/217379/intel-core-i711850he-processor-24m-cache-up-to-4-70-ghz/specifications.html,4.7,45,,4,i7-11850HE,11th Generation Intel® Core™ i7 Processors,24,8,16.0
14,2.7,35,7,1000,Q2'20,https://www.intel.com/content/www/us/en/products/sku/201897/intel-core-i710850h-processor-12m-cache-up-to-5-10-ghz/specifications.html,5.1,45,,4,i7-10850H,10th Generation Intel® Core™ i7 Processors,12,6,12.0
7,5.0,45,9,1000,Q1'22,https://www.intel.com/content/www/us/en/products/sku/132215/intel-core-i912900hk-processor-24m-cache-up-to-5-00-ghz/specifications.html,5.0,115,,5,i9-12900HK,12th Generation Intel® Core™ i9 Processors,24,14,20.0
7,4.6,15,5,1000,Q2'24,https://www.intel.com/content/www/us/en/products/sku/239169/intel-core-5-processor-120ul-12m-cache-up-to-4-60-ghz/specifications.html,4.6,55,,5,120UL,Intel® Core™ processors (Series 1),12,10,12.0
14,2.7,35,7,1000,Q3'15,https://www.intel.com/content/www/us/en/products/sku/88969/intel-core-i76820hk-processor-8m-cache-up-to-3-60-ghz/specifications.html,3.6,45,,4,i7-6820HK,6th Generation Intel® Core™ i7 Processors,8,4,8.0
7,1.2,15,3,1000,Q1'23,https://www.intel.com/content/www/us/en/products/sku/233391/intel-core-i31315ue-processor-10m-cache-up-to-4-50-ghz/specifications.html,4.5,15,,5,i3-1315UE,13th Generation Intel® Core™ i3 Processors,10,6,8.0
22,3.2,0,3,1000,Q1'15,https://www.intel.com/content/www/us/en/products/sku/81209/intel-core-i34170t-processor-3m-cache-3-20-ghz/specifications.html,3.2,0,,3,i3-4170T,4th Generation Intel® Core™ i3 Processors,3,2,4.0
22,3.1,0,7,1000,Q2'13,https://www.intel.com/content/www/us/en/products/sku/75124/intel-core-i74770s-processor-8m-cache-up-to-3-90-ghz/specifications.html,3.9,0,,3,i7-4770S,4th Generation Intel® Core™ i7 Processors,8,4,8.0
0,1.2,15,7,2000,Q2'24,https://www.intel.com/content/www/us/en/products/sku/239802/intel-core-ultra-7-processor-165ul-12m-cache-up-to-4-90-ghz/specifications.html,4.9,57,,5,165UL,Intel® Core™ Ultra processors (Series 1),12,12,14.0
14,3.7,0,3,1000,Q2'19,https://www.intel.com/content/www/us/en/products/sku/134886/intel-core-i39300-processor-8m-cache-up-to-4-30-ghz/specifications.html,4.3,0,,4,i3-9300,9th Generation Intel® Core™ i3 Processors,8,4,4.0
14,1.2,25,9,1000,Q2'20,https://www.intel.com/content/www/us/en/products/sku/199324/intel-core-i910900t-processor-20m-cache-up-to-4-60-ghz/specifications.html,4.6,35,,4,i9-10900T,10th Generation Intel® Core™ i9 Processors,20,10,20.0
14,2.9,0,7,1000,Q2'20,https://www.intel.com/content/www/us/en/products/sku/199316/intel-core-i710700-processor-16m-cache-up-to-4-80-ghz/specifications.html,4.8,0,,4,i7-10700,10th Generation Intel® Core™ i7 Processors,16,8,16.0
22,1.6,0,3,850,Q2'14,https://www.intel.com/content/www/us/en/products/sku/81021/intel-core-i34030y-processor-3m-cache-1-60-ghz/specifications.html,1.6,0,,3,i3-4030Y,4th Generation Intel® Core™ i3 Processors,3,2,4.0
7,4.4,15,5,1000,Q1'22,https://www.intel.com/content/www/us/en/products/sku/226260/intel-core-i51245u-processor-12m-cache-up-to-4-40-ghz/specifications.html,4.4,55,,5,i5-1245U,12th Generation Intel® Core™ i5 Processors,12,10,12.0
14,3.0,0,5,1000,Q2'18,https://www.intel.com/content/www/us/en/products/sku/129939/intel-core-i58500-processor-9m-cache-up-to-4-10-ghz/specifications.html,4.1,0,,4,i5-8500,8th Generation Intel® Core™ i5 Processors,9,6,6.0
14,0.6,5,5,1000,Q3'19,https://www.intel.com/content/www/us/en/products/sku/196454/intel-core-i510210y-processor-6m-cache-up-to-4-00-ghz/specifications.html,4.0,9,,3,i5-10210Y,10th Generation Intel® Core™ i5 Processors,6,4,8.0
7,4.7,45,5,1000,Q2'24,https://www.intel.com/content/www/us/en/products/sku/239938/intel-core-5-processor-120hl-18m-cache-up-to-4-70-ghz/specifications.html,4.7,95,,5,120HL,Intel® Core™ processors (Series 1),18,12,16.0
14,2.6,0,7,1000,Q2'19,https://www.intel.com/content/www/us/en/products/sku/195306/intel-core-i79700e-processor-12m-cache-up-to-4-40-ghz/specifications.html,4.4,0,,4,i7-9700E,9th Generation Intel® Core™ i7 Processors,12,8,8.0
14,2.5,35,5,1000,Q2'19,https://www.intel.com/content/www/us/en/products/sku/191078/intel-core-i59400h-processor-8m-cache-up-to-4-30-ghz/specifications.html,4.3,45,,4,i5-9400H,9th Generation Intel® Core™ i5 Processors,8,4,8.0
14,3.0,0,5,1000,Q1'17,https://www.intel.com/content/www/us/en/products/sku/97147/intel-core-i57400-processor-6m-cache-up-to-3-50-ghz/specifications.html,3.5,0,,4,i5-7400,7th Generation Intel® Core™ i5 Processors,6,4,4.0
14,2.7,35,7,1000,Q3'15,https://www.intel.com/content/www/us/en/products/sku/88970/intel-core-i76820hq-processor-8m-cache-up-to-3-60-ghz/specifications.html,3.6,45,,4,i7-6820HQ,6th Generation Intel® Core™ i7 Processors,8,4,8.0
7,4.4,15,3,1000,Q1'22,https://www.intel.com/content/www/us/en/products/sku/227851/intel-core-i31215ue-processor-10m-cache-up-to-4-40-ghz/specifications.html,4.4,55,,5,i3-1215UE,12th Generation Intel® Core™ i3 Processors,10,6,8.0
22,3.0,0,5,1000,Q2'13,https://www.intel.com/content/www/us/en/products/sku/76641/intel-core-i54670r-processor-4m-cache-up-to-3-70-ghz/specifications.html,3.7,0,,3,i5-4670R,4th Generation Intel® Core™ i5 Processors,4,4,4.0
7,5.4,45,9,1000,Q1'23,https://www.intel.com/content/www/us/en/products/sku/232144/intel-core-i913900hk-processor-24m-cache-up-to-5-40-ghz/specifications.html,5.4,115,,5,i9-13900HK,13th Generation Intel® Core™ i9 Processors,24,14,20.0
10,0.7,13,5,1000,Q3'19,https://www.intel.com/content/www/us/en/products/sku/196603/intel-core-i51035g1-processor-6m-cache-up-to-3-60-ghz/specifications.html,3.6,25,,4,i5-1035G1,10th Generation Intel® Core™ i5 Processors,6,4,8.0
22,3.2,0,7,1000,Q2'13,https://www.intel.com/content/www/us/en/products/sku/76642/intel-core-i74770r-processor-6m-cache-up-to-3-90-ghz/specifications.html,3.9,0,,3,i7-4770R,4th Generation Intel® Core™ i7 Processors,6,4,8.0
7,5.2,28,7,1000,Q1'23,https://www.intel.com/content/www/us/en/products/sku/232146/intel-core-i71370p-processor-24m-cache-up-to-5-20-ghz/specifications.html,5.2,64,,5,i7-1370P,13th Generation Intel® Core™ i7 Processors,24,14,20.0
14,1.6,0,3,1000,Q2'19,https://www.intel.com/content/www/us/en/products/sku/194375/intel-core-i39100hl-processor-6m-cache-up-to-2-90-ghz/specifications.html,2.9,0,,4,i3-9100HL,9th Generation Intel® Core™ i3 Processors,6,4,4.0
7,1.6,15,5,1000,Q3'22,https://www.intel.com/content/www/us/en/products/sku/230900/intel-core-i51245ul-processor-12m-cache-up-to-4-40-ghz/specifications.html,4.4,15,,5,i5-1245UL,12th Generation Intel® Core™ i5 Processors,12,10,12.0
14,3.1,0,5,1000,Q2'20,https://www.intel.com/content/www/us/en/products/sku/199277/intel-core-i510500-processor-12m-cache-up-to-4-50-ghz/specifications.html,4.5,0,,4,i5-10500,10th Generation Intel® Core™ i5 Processors,12,6,12.0
14,0.8,12,7,1000,Q2'20,https://www.intel.com/content/www/us/en/products/sku/201888/intel-core-i710810u-processor-12m-cache-up-to-4-90-ghz/specifications.html,4.9,25,,4,i7-10810U,10th Generation Intel® Core™ i7 Processors,12,6,12.0
10,1.7,12,3,1000,Q3'20,https://www.intel.com/content/www/us/en/products/sku/208652/intel-core-i31115g4-processor-6m-cache-up-to-4-10-ghz/specifications.html,4.1,28,,4,i3-1115G4,11th Generation Intel® Core™ i3 Processors,6,2,4.0
14,1.9,37,7,1000,Q2'15,https://www.intel.com/content/www/us/en/products/sku/88093/intel-core-i75700eq-processor-6m-cache-up-to-3-40-ghz/specifications.html,3.4,47,,3,i7-5700EQ,5th Generation Intel® Core™ i7 Processors,6,4,8.0
7,1.7,0,9,1000,Q1'22,https://www.intel.com/content/www/us/en/products/sku/132212/intel-core-i912900e-processor-30m-cache-up-to-5-00-ghz/specifications.html,5.0,0,,5,i9-12900E,12th Generation Intel® Core™ i9 Processors,30,16,24.0
14,3.1,95,7,1000,Q1'21,https://www.intel.com/content/www/us/en/products/sku/212047/intel-core-i711700k-processor-16m-cache-up-to-5-00-ghz/specifications.html,5.0,125,,4,i7-11700K,11th Generation Intel® Core™ i7 Processors,16,8,16.0
7,2.4,125,9,1000,Q4'21,https://www.intel.com/content/www/us/en/products/sku/134599/intel-core-i912900k-processor-30m-cache-up-to-5-20-ghz/specifications.html,5.1,241,,5,i9-12900K,12th Generation Intel® Core™ i9 Processors,30,16,24.0
0,1.1,15,5,1000,Q4'23,https://www.intel.com/content/www/us/en/products/sku/237328/intel-core-ultra-5-processor-135u-12m-cache-up-to-4-40-ghz/specifications.html,4.4,57,,5,135U,Intel® Core™ Ultra processors (Series 1),12,12,14.0
22,1.9,0,5,1000,Q2'14,https://www.intel.com/content/www/us/en/products/sku/78927/intel-core-i54460t-processor-6m-cache-up-to-2-70-ghz/specifications.html,2.7,0,,3,i5-4460T,4th Generation Intel® Core™ i5 Processors,6,4,4.0
14,2.8,35,7,1000,Q1'17,https://www.intel.com/content/www/us/en/products/sku/97185/intel-core-i77700hq-processor-6m-cache-up-to-3-80-ghz/specifications.html,3.8,45,,4,i7-7700HQ,7th Generation Intel® Core™ i7 Processors,6,4,8.0
14,3.2,0,7,1000,Q4'17,https://www.intel.com/content/www/us/en/products/sku/126686/intel-core-i78700-processor-12m-cache-up-to-4-60-ghz/specifications.html,4.6,0,,4,i7-8700,8th Generation Intel® Core™ i7 Processors,12,6,12.0
22,2.9,0,3,1000,Q3'13,https://www.intel.com/content/www/us/en/products/sku/77481/intel-core-i34130t-processor-3m-cache-2-90-ghz/specifications.html,2.9,0,,3,i3-4130T,4th Generation Intel® Core™ i3 Processors,3,2,4.0
14,2.8,0,5,1000,Q2'18,https://www.intel.com/content/www/us/en/products/sku/134888/intel-core-i58400b-processor-9m-cache-up-to-4-00-ghz/specifications.html,4.0,0,,4,i5-8400B,8th Generation Intel® Core™ i5 Processors,9,6,6.0
7,5.3,55,7,1000,Q1'23,https://www.intel.com/content/www/us/en/products/sku/232161/intel-core-i713850hx-processor-30m-cache-up-to-5-30-ghz/specifications.html,5.3,157,,5,i7-13850HX,13th Generation Intel® Core™ i7 Processors,30,20,28.0
14,0.6,10,3,900,Q1'15,https://www.intel.com/content/www/us/en/products/sku/84697/intel-core-i35010u-processor-3m-cache-2-10-ghz/specifications.html,0.6,15,,3,i3-5010U,5th Generation Intel® Core™ i3 Processors,3,2,4.0
14,2.4,25,3,1000,Q2'19,https://www.intel.com/content/www/us/en/products/sku/134871/intel-core-i39100t-processor-6m-cache-up-to-3-70-ghz/specifications.html,3.7,35,,4,i3-9100T,9th Generation Intel® Core™ i3 Processors,6,4,4.0
14,3.1,0,9,1000,Q2'19,https://www.intel.com/content/www/us/en/products/sku/191789/intel-core-i99900-processor-16m-cache-up-to-5-00-ghz/specifications.html,5.0,0,,4,i9-9900,9th Generation Intel® Core™ i9 Processors,16,8,16.0
14,0.8,7,7,1000,Q3'16,https://www.intel.com/content/www/us/en/products/sku/95451/intel-core-i77500u-processor-4m-cache-up-to-3-50-ghz/specifications.html,3.5,25,,4,i7-7500U,7th Generation Intel® Core™ i7 Processors,4,2,4.0
10,1.0,12,5,1000,Q2'21,https://www.intel.com/content/www/us/en/products/sku/217184/intel-core-i51155g7-processor-8m-cache-up-to-4-50-ghz-with-ipu/specifications.html,4.5,28,,4,i5-1155G7,11th Generation Intel® Core™ i5 Processors,8,4,8.0
7,1.3,15,5,1000,Q1'23,https://www.intel.com/content/www/us/en/products/sku/233389/intel-core-i51335ue-processor-12m-cache-up-to-4-50-ghz/specifications.html,4.5,55,,5,i5-1335UE,13th Generation Intel® Core™ i5 Processors,12,10,12.0
14,2.8,0,5,1000,Q4'17,https://www.intel.com/content/www/us/en/products/sku/126687/intel-core-i58400-processor-9m-cache-up-to-4-00-ghz/specifications.html,4.0,0,,4,i5-8400,8th Generation Intel® Core™ i5 Processors,9,6,6.0
22,2.4,0,7,1000,Q2'13,https://www.intel.com/content/www/us/en/products/sku/75116/intel-core-i74700hq-processor-6m-cache-up-to-3-40-ghz/specifications.html,3.4,0,,3,i7-4700HQ,4th Generation Intel® Core™ i7 Processors,6,4,8.0
7,1.2,15,3,1000,Q3'22,https://www.intel.com/content/www/us/en/products/sku/230902/intel-core-i31215ul-processor-10m-cache-up-to-4-40-ghz/specifications.html,4.4,15,,5,i3-1215UL,12th Generation Intel® Core™ i3 Processors,10,6,8.0
14,2.5,25,3,1000,Q1'17,https://www.intel.com/content/www/us/en/products/sku/97457/intel-core-i37300t-processor-4m-cache-3-50-ghz/specifications.html,2.5,35,,4,i3-7300T,7th Generation Intel® Core™ i3 Processors,4,2,4.0
22,2.0,0,7,0,Q1'14,https://www.intel.com/content/www/us/en/products/sku/75556/intel-core-i74702ec-processor-8m-cache-up-to-2-00-ghz/specifications.html,2.0,0,,3,i7-4702EC,4th Generation Intel® Core™ i7 Processors,8,4,8.0
14,3.8,95,5,0,Q2'20,https://www.intel.com/content/www/us/en/products/sku/199315/intel-core-i510600kf-processor-12m-cache-up-to-4-80-ghz/specifications.html,4.8,125,,4,i5-10600KF,10th Generation Intel® Core™ i5 Processors,12,6,12.0
7,2.4,65,5,1000,Q1'23,https://www.intel.com/content/www/us/en/products/sku/232148/intel-core-i513400e-processor-20m-cache-up-to-4-60-ghz/specifications.html,4.6,65,,5,i5-13400E,13th Generation Intel® Core™ i5 Processors,20,10,16.0
14,0.8,10,7,1000,Q3'19,https://www.intel.com/content/www/us/en/products/sku/196449/intel-core-i710510u-processor-8m-cache-up-to-4-90-ghz/specifications.html,4.9,25,,4,i7-10510U,10th Generation Intel® Core™ i7 Processors,8,4,8.0
7,2.5,125,7,1000,Q4'22,https://www.intel.com/content/www/us/en/products/sku/230500/intel-core-i713700k-processor-30m-cache-up-to-5-40-ghz/specifications.html,5.3,253,,5,i7-13700K,13th Generation Intel® Core™ i7 Processors,30,16,24.0
14,0.6,10,3,850,Q1'15,https://www.intel.com/content/www/us/en/products/sku/84698/intel-core-i35015u-processor-3m-cache-2-10-ghz/specifications.html,0.6,15,,3,i3-5015U,5th Generation Intel® Core™ i3 Processors,3,2,4.0
14,1.8,20,5,1000,Q2'18,https://www.intel.com/content/www/us/en/products/sku/137980/intel-core-i58269u-processor-6m-cache-up-to-4-20-ghz/specifications.html,4.2,28,,4,i5-8269U,8th Generation Intel® Core™ i5 Processors,6,4,8.0
14,3.1,95,7,0,Q1'21,https://www.intel.com/content/www/us/en/products/sku/212048/intel-core-i711700kf-processor-16m-cache-up-to-5-00-ghz/specifications.html,5.0,125,,4,i7-11700KF,11th Generation Intel® Core™ i7 Processors,16,8,16.0
7,4.7,15,5,1000,Q1'23,https://www.intel.com/content/www/us/en/products/sku/232127/intel-core-i51345u-processor-12m-cache-up-to-4-70-ghz/specifications.html,4.7,55,,5,i5-1345U,13th Generation Intel® Core™ i5 Processors,12,10,12.0
10,3.0,28,7,1000,Q1'21,https://www.intel.com/content/www/us/en/products/sku/197384/intel-core-i711375h-processor-12m-cache-up-to-5-00-ghz-with-ipu/specifications.html,5.0,35,,4,i7-11375H,11th Generation Intel® Core™ i7 Processors,12,4,8.0
0,0.8,15,5,1000,Q2'24,https://www.intel.com/content/www/us/en/products/sku/239783/intel-core-ultra-5-processor-125ul-12m-cache-up-to-4-30-ghz/specifications.html,4.3,57,,5,125UL,Intel® Core™ Ultra processors (Series 1),12,12,14.0
14,3.1,0,7,1000,Q3'18,https://www.intel.com/content/www/us/en/products/sku/148963/intel-core-i78706g-processor-with-radeon-pro-wx-vega-m-gl-graphics-8m-cache-up-to-4-10-ghz/specifications.html,4.1,0,,4,i7-8706G,8th Generation Intel® Core™ i7 Processors,8,4,8.0
7,4.6,65,5,1000,Q1'22,https://www.intel.com/content/www/us/en/products/sku/96144/intel-core-i512500-processor-18m-cache-up-to-4-60-ghz/specifications.html,4.6,117,,5,i5-12500,12th Generation Intel® Core™ i5 Processors,18,6,12.0
14,3.8,0,3,1000,Q2'20,https://www.intel.com/content/www/us/en/products/sku/199280/intel-core-i310320-processor-8m-cache-up-to-4-60-ghz/specifications.html,4.6,0,,4,i3-10320,10th Generation Intel® Core™ i3 Processors,8,4,8.0
