Achitecture,Base Clock,Base Power,Gen,IGPU Frequency,Launch Date,Link,Max Boost Clock,Max Power,Memory Channels,Memory Type,Name,Series,Total Cache,Total Cores,Total Threads
7,4.0,0,3,1000,Q1'22,https://www.intel.com/content/www/us/en/products/sku/132224/intel-core-i312100te-processor-12m-cache-up-to-4-00-ghz/specifications.html,4.0,0,,5,i3-12100TE,12th Generation Intel® Core™ i3 Processors,12,4,8.0
14,3.1,0,7,1000,Q1'18,https://www.intel.com/content/www/us/en/products/sku/130411/intel-core-i78705g-processor-with-radeon-rx-vega-m-gl-graphics-8m-cache-up-to-4-10-ghz/specifications.html,4.1,0,,4,i7-8705G,8th Generation Intel® Core™ i7 Processors,8,4,8.0
7,2.7,125,7,1000,Q4'21,https://www.intel.com/content/www/us/en/products/sku/134594/intel-core-i712700k-processor-25m-cache-up-to-5-00-ghz/specifications.html,4.9,190,,5,i7-12700K,12th Generation Intel® Core™ i7 Processors,25,12,20.0
7,2.5,45,7,1000,Q1'23,https://www.intel.com/content/www/us/en/products/sku/235076/intel-core-i713800hre-processor-24m-cache-up-to-5-00-ghz/specifications.html,5.0,45,,5,i7-13800HRE,13th Generation Intel® Core™ i7 Processors,24,14,20.0
7,4.6,45,5,1000,Q1'23,https://www.intel.com/content/www/us/en/products/sku/232173/intel-core-i513420h-processor-12m-cache-up-to-4-60-ghz/specifications.html,4.6,95,,5,i5-13420H,13th Generation Intel® Core™ i5 Processors,12,8,12.0
7,1.8,65,5,1000,Q1'24,https://www.intel.com/content/www/us/en/products/sku/236788/intel-core-i5-processor-14400-20m-cache-up-to-4-70-ghz/specifications.html,4.7,148,,5,i5-14400,Intel® Core™ i5 Processors (14th gen),20,10,16.0
10,1.2,12,7,1000,Q3'20,https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html,4.7,28,,4,i7-1165G7,11th Generation Intel® Core™ i7 Processors,12,4,8.0
7,1.0,0,9,1000,Q1'22,https://www.intel.com/content/www/us/en/products/sku/132211/intel-core-i912900te-processor-30m-cache-up-to-4-80-ghz/specifications.html,4.8,0,,5,i9-12900TE,12th Generation Intel® Core™ i9 Processors,30,16,24.0
14,3.0,0,5,1000,Q2'19,https://www.intel.com/content/www/us/en/products/sku/195324/intel-core-i59500e-processor-9m-cache-up-to-4-20-ghz/specifications.html,4.2,0,,4,i5-9500E,9th Generation Intel® Core™ i5 Processors,9,6,6.0
7,1.0,35,5,1000,Q1'23,https://www.intel.com/content/www/us/en/products/sku/230577/intel-core-i513400t-processor-20m-cache-up-to-4-40-ghz/specifications.html,4.4,82,,5,i5-13400T,13th Generation Intel® Core™ i5 Processors,20,10,16.0
7,1.0,35,9,1000,Q1'22,https://www.intel.com/content/www/us/en/products/sku/134601/intel-core-i912900t-processor-30m-cache-up-to-4-90-ghz/specifications.html,4.8,106,,5,i9-12900T,12th Generation Intel® Core™ i9 Processors,30,16,24.0
10,0.9,12,3,1000,Q1'21,https://www.intel.com/content/www/us/en/products/sku/208656/intel-core-i31125g4-processor-8m-cache-up-to-3-70-ghz/specifications.html,3.7,28,,4,i3-1125G4,11th Generation Intel® Core™ i3 Processors,8,4,8.0
22,2.8,0,7,1000,Q3'14,https://www.intel.com/content/www/us/en/products/sku/83503/intel-core-i74980hq-processor-6m-cache-up-to-4-00-ghz/specifications.html,4.0,0,,3,i7-4980HQ,4th Generation Intel® Core™ i7 Processors,6,4,8.0
14,3.2,0,5,1000,Q3'15,https://www.intel.com/content/www/us/en/products/sku/88184/intel-core-i56500-processor-6m-cache-up-to-3-60-ghz/specifications.html,3.6,0,,4,i5-6500,6th Generation Intel® Core™ i5 Processors,6,4,4.0
22,2.8,0,5,1000,Q3'13,https://www.intel.com/content/www/us/en/products/sku/75040/intel-core-i54440s-processor-6m-cache-up-to-3-30-ghz/specifications.html,3.3,0,,3,i5-4440S,4th Generation Intel® Core™ i5 Processors,6,4,4.0
14,2.0,0,7,1000,Q2'20,https://www.intel.com/content/www/us/en/products/sku/203906/intel-core-i710700te-processor-16m-cache-up-to-4-50-ghz/specifications.html,4.4,0,,4,i7-10700TE,10th Generation Intel® Core™ i7 Processors,16,8,16.0
