Achitecture,Base Clock,Base Power,Cache,Code Name,Form Factor,Gen,IGPU Frequency,IGPU Name,L2 Cache,L3 Cache,Launch Date,Link,Max Boost Clock,Max Power,Memory Channels,Memory Type,Name,Series,Total Cache,Total Cores,Total Threads
TSMC 7nm FinFET,1.8 GHz,15W,,Ryzen,"Laptops , Desktops",7,1750 MHz,AMD Radeon™ Graphics,4 MB,8 MB,1/6/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,10-25W,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 7 4800U,Ryzen 4000 Series,,8.0,16.0
TSMC 7nm FinFET,2.9 GHz,45W,,Ryzen,"Laptops , Desktops",7,1600 MHz,AMD Radeon™ Graphics,4 MB,8 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,35-54W,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 7 4800HS,Ryzen 4000 Series,,8.0,16.0
TSMC 7nm FinFET,2.9 GHz,45W,,Ryzen,"Laptops , Desktops",7,1600 MHz,AMD Radeon™ Graphics,4 MB,8 MB,1/6/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,35-54W,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 7 4800H,Ryzen 4000 Series,,8.0,16.0
TSMC 7nm FinFET,2 GHz,15W,,Ryzen,"Laptops , Desktops",7,1600 MHz,AMD Radeon™ Graphics,4 MB,8 MB,1/6/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4.1 GHz,10-25W,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 7 4700U,Ryzen 4000 Series,,8.0,8.0
TSMC 7nm FinFET,3.1 GHz,35W,512 KB,Ryzen,Desktops,7,2000 MHz,Radeon™  Graphics,4 MB,8 MB,7/21/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4.3 GHz,,2.0,DDR4,AMD Ryzen™ 7 4700GE (OEM Only),Ryzen 4000 Series,,8.0,16.0
TSMC 7nm FinFET,3.6 GHz,65W,512 KB,Ryzen,Desktops,7,2100 MHz,Radeon™ Graphics,4 MB,8 MB,7/21/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4.4 GHz,45-65W,2.0,DDR4,AMD Ryzen™ 7 4700G (OEM Only),Ryzen 4000 Series,,8.0,16.0
TSMC 7nm FinFET,2.2 GHz,15W,384 KB,Ryzen,"Laptops , Desktops",5,1500 MHz,Radeon™  Graphics,3 MB,8 MB,4/13/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,10-25W,2.0,LPDDR4,AMD Ryzen™ 5 4680U Microsoft Surface® Edition,Ryzen 4000 Series,,6.0,12.0
TSMC 7nm FinFET,2.1 GHz,15W,,Ryzen,"Laptops , Desktops",5,1500 MHz,AMD Radeon™ Graphics,3 MB,8 MB,1/6/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,10-25W,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 5 4600U,Ryzen 4000 Series,,6.0,12.0
TSMC 7nm FinFET,3 GHz,45W,,Ryzen,"Laptops , Desktops",5,1500 MHz,AMD Radeon™ Graphics,3 MB,8 MB,1/6/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,35-54W,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 5 4600H,Ryzen 4000 Series,,6.0,12.0
TSMC 7nm FinFET,3.3 GHz,35W,384 KB,Ryzen,Desktops,5,1900 MHz,Radeon™  Graphics,3 MB,8 MB,7/21/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,,2.0,DDR4,AMD Ryzen™ 5 4600GE (OEM Only),Ryzen 4000 Series,,6.0,12.0
TSMC 7nm FinFET,3.7 GHz,65W,384 KB,Ryzen,"Desktops , Boxed Processor",5,1900 MHz,Radeon™  Graphics,3 MB,8 MB,7/21/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,45-65W,2.0,DDR4,AMD Ryzen™ 5 4600G,Ryzen 4000 Series,,6.0,12.0
TSMC 7nm FinFET,2.3 GHz,15W,,Ryzen,"Laptops , Desktops",5,1500 MHz,AMD Radeon™ Graphics,3 MB,8 MB,1/6/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,10-25W,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 5 4500U,Ryzen 4000 Series,,6.0,6.0
TSMC 7nm FinFET,3.6 GHz,65W,384 KB,Ryzen,"Desktops , Boxed Processor",5,,Discrete Graphics Card Required,3 MB,8 MB,04/04/2022,https://www.amd.com/en/products/specifications/processors.html,Up to 4.1 GHz,,2.0,DDR4,AMD Ryzen™ 5 4500,Ryzen 4000 Series,,6.0,12.0
TSMC 7nm FinFET,2.7 GHz,15W,,Ryzen,"Laptops , Desktops",3,1400 MHz,AMD Radeon™ Graphics,2 MB,4 MB,1/6/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 3.7 GHz,10-25W,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 3 4300U,Ryzen 4000 Series,,4.0,4.0
TSMC 7nm FinFET,3.5 GHz,35W,256 KB,Ryzen,Desktops,3,1700 MHz,Radeon™  Graphics,2 MB,4 MB,7/21/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,,2.0,DDR4,AMD Ryzen™ 3 4300GE (OEM Only),Ryzen 4000 Series,,4.0,8.0
TSMC 7nm FinFET,3.8 GHz,65W,256 KB,Ryzen,Desktops,3,1700 MHz,Radeon™  Graphics,2 MB,4 MB,7/21/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,45-65W,2.0,DDR4,AMD Ryzen™ 3 4300G (OEM Only),Ryzen 4000 Series,,4.0,8.0
TSMC 7nm FinFET,3.8 GHz,65W,256 KB,Ryzen,"Desktops , Boxed Processor",3,,Discrete Graphics Card Required,2 MB,4 MB,04/04/2022,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,,2.0,DDR4,AMD Ryzen™ 3 4100,Ryzen 4000 Series,,4.0,8.0
TSMC 7nm FinFET,2.7 GHz,280W,4 MB,Ryzen Threadripper PRO,"Desktops , Boxed Processor",3995,,Discrete Graphics Card Required,32 MB,256 MB,7/14/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,,8.0,DDR4,AMD Ryzen™ Threadripper™ PRO 3995WX,Ryzen Threadripper PRO 3000 WX-Series,,64.0,128.0
TSMC 7nm FinFET,3.5 GHz,280W,2 MB,Ryzen Threadripper PRO,"Desktops , Boxed Processor",3975,,Discrete Graphics Card Required,16 MB,128 MB,7/14/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,,8.0,DDR4,AMD Ryzen™ Threadripper™ PRO 3975WX,Ryzen Threadripper PRO 3000 WX-Series,,32.0,64.0
TSMC 7nm FinFET,3.9 GHz,280W,1 MB,Ryzen Threadripper PRO,"Desktops , Boxed Processor",3955,,Discrete Graphics Card Required,8 MB,64 MB,7/14/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4.3 GHz,,8.0,DDR4,AMD Ryzen™ Threadripper™ PRO 3955WX,Ryzen Threadripper PRO 3000 WX-Series,,16.0,32.0
TSMC 7nm FinFET,4 GHz,280W,768 KB,Ryzen Threadripper PRO,Desktops,3945,,Discrete Graphics Card Required,6 MB,64 MB,7/14/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4.3 GHz,,8.0,DDR4,AMD Ryzen™ Threadripper™ PRO 3945WX,Ryzen Threadripper PRO 3000 WX-Series,,12.0,24.0
TSMC 7nm FinFET,2.9 GHz,280W,4 MB,Ryzen Threadripper,"Desktops , Boxed Processor",3990,,Discrete Graphics Card Required,32 MB,256 MB,02/07/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4.3 GHz,,4.0,DDR4,AMD Ryzen™ Threadripper™ 3990X,Ryzen Threadripper 3000 Series,,64.0,128.0
TSMC 7nm FinFET,3.7 GHz,280W,2 MB,Ryzen Threadripper,"Desktops , Boxed Processor",3970,,Discrete Graphics Card Required,16 MB,128 MB,11/25/2019,https://www.amd.com/en/products/specifications/processors.html,Up to 4.5 GHz,,4.0,DDR4,AMD Ryzen™ Threadripper™ 3970X,Ryzen Threadripper 3000 Series,,32.0,64.0
TSMC 7nm FinFET,3.8 GHz,280W,1 MB,Ryzen Threadripper,"Desktops , Boxed Processor",3960,,Discrete Graphics Card Required,12 MB,128 MB,11/25/2019,https://www.amd.com/en/products/specifications/processors.html,Up to 4.5 GHz,,4.0,DDR4,AMD Ryzen™ Threadripper™ 3960X,Ryzen Threadripper 3000 Series,,24.0,48.0
TSMC 7nm FinFET,3.1 GHz,65W,768 KB,Ryzen PRO,Desktops,9,,Discrete Graphics Card Required,6 MB,64 MB,9/30/2019,https://www.amd.com/en/products/specifications/processors.html,Up to 4.3 GHz,,2.0,DDR4,AMD Ryzen™ 9 PRO 3900,Ryzen PRO 3000 Series,,12.0,24.0
12nm,2.3 GHz,15W,384 KB,Ryzen PRO,"Laptops , Desktops",7,1400 MHz,Radeon™ Vega 10 Graphics,2 MB,4 MB,4/8/2019,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,12-25W,2.0,,AMD Ryzen™ 7 PRO 3700U,Ryzen PRO 3000 Series,,4.0,8.0
TSMC 7nm FinFET,3.6 GHz,65W,512 KB,Ryzen PRO,Desktops,7,,Discrete Graphics Card Required,4 MB,32 MB,9/30/2019,https://www.amd.com/en/products/specifications/processors.html,Up to 4.4 GHz,,2.0,DDR4,AMD Ryzen™ 7 PRO 3700,Ryzen PRO 3000 Series,,8.0,16.0
TSMC 7nm FinFET,3.6 GHz,65W,384 KB,Ryzen PRO,Desktops,5,,Discrete Graphics Card Required,3 MB,32 MB,9/30/2019,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,,2.0,DDR4,AMD Ryzen™ 5 PRO 3600,Ryzen PRO 3000 Series,,6.0,12.0
12nm,2.1 GHz,15W,384 KB,Ryzen PRO,"Laptops , Desktops",5,1200 MHz,Radeon™ Vega 8 Graphics,2 MB,4 MB,4/8/2019,https://www.amd.com/en/products/specifications/processors.html,Up to 3.7 GHz,12-25W,2.0,,AMD Ryzen™ 5 PRO 3500U,Ryzen PRO 3000 Series,,4.0,8.0
12nm,3.3 GHz,35W,384 KB,Ryzen PRO,Desktops,5,1300 MHz,Radeon™ Vega 11 Graphics,2 MB,4 MB,9/30/2019,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,,2.0,DDR4,AMD Ryzen™ 5 PRO 3400GE,Ryzen PRO 3000 Series,,4.0,8.0
12nm,3.7 GHz,65W,384 KB,Ryzen PRO,Desktops,5,1400 MHz,Radeon™ Vega 11 Graphics,2 MB,4 MB,9/30/2019,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,45-65W,2.0,DDR4,AMD Ryzen™ 5 PRO 3400G,Ryzen PRO 3000 Series,,4.0,8.0
12nm,3.3 GHz,35W,384 KB,Ryzen PRO,Desktops,5,1200 MHz,Radeon™  Graphics,2 MB,4 MB,7/21/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 3.9 GHz,,2.0,DDR4,AMD Ryzen™ 5 PRO 3350GE,Ryzen PRO 3000 Series,,4.0,4.0
12nm,3.6 GHz,65W,384 KB,Ryzen PRO,Desktops,5,1300 MHz,Radeon™  Graphics,2 MB,4 MB,7/21/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,45-65W,2.0,DDR4,AMD Ryzen™ 5 PRO 3350G,Ryzen PRO 3000 Series,,4.0,8.0
12nm,2.1 GHz,15W,384 KB,Ryzen PRO,"Laptops , Desktops",3,1200 MHz,Radeon™ Vega 6 Graphics,2 MB,4 MB,4/8/2019,https://www.amd.com/en/products/specifications/processors.html,Up to 3.5 GHz,12-25W,2.0,,AMD Ryzen™ 3 PRO 3300U,Ryzen PRO 3000 Series,,4.0,4.0
12nm,3.3 GHz,35W,384 KB,Ryzen PRO,Desktops,3,1200 MHz,Radeon™ Vega 8 Graphics,2 MB,4 MB,9/30/2019,https://www.amd.com/en/products/specifications/processors.html,Up to 3.8 GHz,,2.0,DDR4,AMD Ryzen™ 3 PRO 3200GE,Ryzen PRO 3000 Series,,4.0,4.0
12nm,3.6 GHz,65W,384 KB,Ryzen PRO,Desktops,3,1250 MHz,Radeon™ Vega 8 Graphics,2 MB,4 MB,9/30/2019,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,45-65W,2.0,DDR4,AMD Ryzen™ 3 PRO 3200G,Ryzen PRO 3000 Series,,4.0,4.0
TSMC 7nm FinFET,3.5 GHz,105W,1 MB,Ryzen,"Desktops , Boxed Processor",9,,Discrete Graphics Card Required,8 MB,64 MB,07/07/2019,https://www.amd.com/en/products/specifications/processors.html,Up to 4.7 GHz,,2.0,DDR4,AMD Ryzen™ 9 3950X,Ryzen 3000 Series,,16.0,32.0
TSMC 7nm FinFET,3.8 GHz,105W,,Ryzen,"Desktops , Boxed Processor",9,,Discrete Graphics Card Required,6 MB,64 MB,07/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4.7 GHz,,,DDR4,AMD Ryzen™ 9 3900XT,Ryzen 3000 Series,,12.0,24.0
TSMC 7nm FinFET,3.8 GHz,105W,768 KB,Ryzen,"Desktops , Boxed Processor",9,,Discrete Graphics Card Required,6 MB,64 MB,7/7/2019,https://www.amd.com/en/products/specifications/processors.html,Up to 4.6 GHz,,2.0,DDR4,AMD Ryzen™ 9 3900X,Ryzen 3000 Series,,12.0,24.0
TSMC 7nm FinFET,3.1 GHz,65W,768 KB,Ryzen,Desktops,9,,Discrete Graphics Card Required,6 MB,64 MB,9/24/2019,https://www.amd.com/en/products/specifications/processors.html,Up to 4.3 GHz,,2.0,DDR4,AMD Ryzen™ 9 3900 Processor (OEM Only),Ryzen 3000 Series,,12.0,24.0
TSMC 7nm FinFET,3.9 GHz,105W,,Ryzen,"Desktops , Boxed Processor",7,,Discrete Graphics Card Required,4 MB,32 MB,07/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4.7 GHz,,,DDR4,AMD Ryzen™ 7 3800XT,Ryzen 3000 Series,,8.0,16.0
TSMC 7nm FinFET,3.9 GHz,105W,512 KB,Ryzen,"Desktops , Boxed Processor",7,,Discrete Graphics Card Required,4 MB,32 MB,7/7/2019,https://www.amd.com/en/products/specifications/processors.html,Up to 4.5 GHz,,2.0,DDR4,AMD Ryzen™ 7 3800X,Ryzen 3000 Series,,8.0,16.0
12nm,2.3 GHz,15W,384 KB,Ryzen,"Laptops , Desktops",7,1400 MHz,Radeon™ RX Vega 11 Graphics,2 MB,4 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,12-35W,2.0,,AMD Ryzen™ 7 3780U Microsoft Surface® Edition,Ryzen 3000 Series,,4.0,8.0
12nm,2.3 GHz,35W,384 KB,Ryzen,"Laptops , Desktops",7,1400 MHz,Radeon™ RX Vega 10 Graphics,2 MB,4 MB,Q1 2019,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,12-35W,2.0,,AMD Ryzen™ 7 3750H,Ryzen 3000 Series,,4.0,8.0
TSMC 7nm FinFET,3.6 GHz,65W,512 KB,Ryzen,"Desktops , Boxed Processor",7,,Discrete Graphics Card Required,4 MB,32 MB,7/7/2019,https://www.amd.com/en/products/specifications/processors.html,Up to 4.4 GHz,,2.0,DDR4,AMD Ryzen™ 7 3700X,Ryzen 3000 Series,,8.0,16.0
12nm,2.3 GHz,15W,384 KB,Ryzen,"Laptops , Desktops",7,1400 MHz,Radeon™ RX Vega 10 Graphics,2 MB,4 MB,Q1 2019,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,12-35W,2.0,DDR4,AMD Ryzen™ 7 3700U,Ryzen 3000 Series,,4.0,8.0
12nm,2.3 GHz,15W,384 KB,Ryzen,"Laptops , Desktops",7,1400 MHz,AMD Radeon™ Graphics,2 MB,4 MB,9/22/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,12-25W,,,AMD Ryzen™ 7 3700C,Ryzen 3000 Series,,4.0,8.0
TSMC 7nm FinFET,3.8 GHz,95W,,Ryzen,"Desktops , Boxed Processor",5,,Discrete Graphics Card Required,3 MB,32 MB,07/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4.5 GHz,,,DDR4,AMD Ryzen™ 5 3600XT,Ryzen 3000 Series,,6.0,12.0
TSMC 7nm FinFET,3.8 GHz,95W,384 KB,Ryzen,"Desktops , Boxed Processor",5,,Discrete Graphics Card Required,3 MB,32 MB,7/7/2019,https://www.amd.com/en/products/specifications/processors.html,Up to 4.4 GHz,,2.0,DDR4,AMD Ryzen™ 5 3600X,Ryzen 3000 Series,,6.0,12.0
TSMC 7nm FinFET,3.6 GHz,65W,384 KB,Ryzen,"Desktops , Boxed Processor",5,,Discrete Graphics Card Required,3 MB,32 MB,7/7/2019,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,,2.0,DDR4,AMD Ryzen™ 5 3600,Ryzen 3000 Series,,6.0,12.0
12nm,2.1 GHz,15W,384 KB,Ryzen,"Laptops , Desktops",5,1300 MHz,Radeon™ Vega 9 Graphics,2 MB,4 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 3.7 GHz,12-35W,2.0,,AMD Ryzen™ 5 3580U Microsoft Surface® Edition,Ryzen 3000 Series,,4.0,8.0
12nm,2.1 GHz,35W,384 KB,Ryzen,"Laptops , Desktops",5,1200 MHz,Radeon™ Vega 8 Graphics,2 MB,4 MB,Q1 2019,https://www.amd.com/en/products/specifications/processors.html,Up to 3.7 GHz,12-35W,2.0,,AMD Ryzen™ 5 3550H,Ryzen 3000 Series,,4.0,8.0
12nm,2.1 GHz,15W,384 KB,Ryzen,"Laptops , Desktops",5,1200 MHz,Radeon™ Vega 8 Graphics,2 MB,4 MB,Q1 2019,https://www.amd.com/en/products/specifications/processors.html,Up to 3.7 GHz,12-35W,2.0,,AMD Ryzen™ 5 3500U,Ryzen 3000 Series,,4.0,8.0
12nm,2.1 GHz,15W,384 KB,Ryzen,"Laptops , Desktops",5,1200 MHz,AMD Radeon™ Graphics,2 MB,4 MB,9/22/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 3.7 GHz,12-25W,,,AMD Ryzen™ 5 3500C,Ryzen 3000 Series,,4.0,8.0
TSMC 7nm FinFET,3.6 GHz,65W,384 KB,Ryzen,Desktops,5,,Discrete Graphics Card Required,3 MB,16 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.1 GHz,,2.0,DDR4,AMD Ryzen™ 5 3500 Processor (OEM Only),Ryzen 3000 Series,,6.0,6.0
12nm,2.1 GHz,15W,384 KB,Ryzen,"Laptops , Desktops",5,1200 MHz,Radeon™ Vega 8 Graphics,2 MB,4 MB,Q2 2020,https://www.amd.com/en/products/specifications/processors.html,Up to 3.5 GHz,12-35W,2.0,,AMD Ryzen™ 5 3450U,Ryzen 3000 Series,,4.0,8.0
12nm,3.3 GHz,35W,384 KB,Ryzen,Desktops,5,1300 MHz,Radeon™ Vega 11 Graphics,2 MB,4 MB,7/7/2019,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,,2.0,,AMD Ryzen™ 5 3400GE (OEM Only),Ryzen 3000 Series,,4.0,8.0
12nm FinFET,3.7 GHz,65W,384 KB,Ryzen,"Desktops , Boxed Processor",5,1400 MHz,Radeon™ RX Vega 11 Graphics,2 MB,4 MB,07/07/2019,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,45-65W,2.0,DDR4,AMD Ryzen™ 5 3400G with Radeon™ RX Vega 11 Graphics,Ryzen 3000 Series,,4.0,8.0
12nm,2.1 GHz,15W,348 KB,Ryzen,"Laptops , Desktops",3,1200 MHz,Radeon™ Vega 6 Graphics,2 MB,4 MB,Q1 2019,https://www.amd.com/en/products/specifications/processors.html,Up to 3.5 GHz,12-35W,2.0,,AMD Ryzen™ 3 3350U,Ryzen 3000 Series,,4.0,4.0
TSMC 7nm FinFET,3.8 GHz,65W,256 KB,Ryzen,"Desktops , Boxed Processor",3,,Discrete Graphics Card Required,2 MB,16 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.3 GHz,,,DDR4,AMD Ryzen™ 3 3300X,Ryzen 3000 Series,,4.0,8.0
12nm,2.1 GHz,15W,384 KB,Ryzen,"Laptops , Desktops",3,1200 MHz,Radeon™ Vega 6 Graphics,2 MB,4 MB,Q1 2019,https://www.amd.com/en/products/specifications/processors.html,Up to 3.5 GHz,12-35W,2.0,,AMD Ryzen™ 3 3300U,Ryzen 3000 Series,,4.0,4.0
14nm,2.6 GHz,15W,192 KB,Ryzen,"Laptops , Desktops",3,1200 MHz,AMD Radeon™ Graphics,1 MB,4 MB,1/6/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 3.5 GHz,12-25W,2.0,DDR4,AMD Ryzen™ 3 3250U,Ryzen 3000 Series,,2.0,4.0
14nm,2.6 GHz,15W,192 KB,Ryzen,"Laptops , Desktops",3,1200 MHz,AMD Radeon™ Graphics,1 MB,4 MB,9/22/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 3.5 GHz,12-25W,,,AMD Ryzen™ 3 3250C,Ryzen 3000 Series,,2.0,4.0
14nm,2.6 GHz,15W,192 KB,Ryzen,"Laptops , Desktops",3,1200 MHz,Radeon™ Vega 3 Graphics,1 MB,4 MB,Q1 2019,https://www.amd.com/en/products/specifications/processors.html,Up to 3.5 GHz,12-25W,2.0,,AMD Ryzen™ 3 3200U,Ryzen 3000 Series,,2.0,4.0
12nm,3.3 GHz,35W,384 KB,Ryzen,Desktops,3,1200 MHz,Radeon™ Vega 8 Graphics,2 MB,4 MB,7/7/2019,https://www.amd.com/en/products/specifications/processors.html,Up to 3.8 GHz,,2.0,,AMD Ryzen™ 3 3200GE (OEM Only),Ryzen 3000 Series,,4.0,4.0
12nm FinFET,3.6 GHz,65W,384 KB,Ryzen,"Desktops , Boxed Processor",3,1250 MHz,Radeon™ Vega 8 Graphics,2 MB,4 MB,7/7/2019,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,45-65W,2.0,DDR4,AMD Ryzen™ 3 3200G with Radeon™ Vega 8 Graphics,Ryzen 3000 Series,,4.0,4.0
TSMC 7nm FinFET,3.6 GHz,65W,256 KB,Ryzen,"Desktops , Boxed Processor",3,,Discrete Graphics Card Required,2 MB,16 MB,04/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 3.9 GHz,,,DDR4,AMD Ryzen™ 3 3100,Ryzen 3000 Series,,4.0,8.0
12nm,3.3 GHz,35W,384 KB,Athlon PRO,Desktops,3150,1100 MHz,Radeon™  Graphics,2 MB,4 MB,7/21/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 3.8 GHz,,2.0,DDR4,AMD Athlon™ Gold PRO 3150GE,Athlon PRO 3000 Series,,4.0,4.0
12nm,3.5 GHz,65W,384 KB,Athlon PRO,Desktops,3150,1100 MHz,Radeon™  Graphics,2 MB,4 MB,7/21/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 3.9 GHz,45-65W,2.0,DDR4,AMD Athlon™ Gold PRO 3150G,Athlon PRO 3000 Series,,4.0,4.0
14nm,2.4 GHz,15W,192 KB,Athlon PRO,"Laptops , Desktops",3145,1000 MHz,AMD Radeon™ Graphics,1 MB,4 MB,Q12021,https://www.amd.com/en/products/specifications/processors.html,Up to 3.3 GHz,12-25W,2.0,DDR4,AMD Athlon™ PRO 3145B,Athlon PRO 3000 Series,,2.0,4.0
12nm,3.4 GHz,35W,192 KB,Athlon PRO,Desktops,3125,1100 MHz,Radeon™  Graphics,1 MB,4 MB,7/21/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 3.4 GHz,,2.0,DDR4,AMD Athlon™ Silver PRO 3125GE,Athlon PRO 3000 Series,,2.0,4.0
14nm,2.3 GHz,15W,192 KB,Athlon PRO,"Laptops , Desktops",3045,1100 MHz,AMD Radeon™ Graphics,1 MB,4 MB,Q12021,https://www.amd.com/en/products/specifications/processors.html,Up to 3.2 GHz,12-25W,2.0,DDR4,AMD Athlon™ PRO 3045B,Athlon PRO 3000 Series,,2.0,2.0
14nm,2.4 GHz,15W,192 KB,Athlon,"Laptops , Desktops",3150,1000 MHz,AMD Radeon™ Graphics,1 MB,4 MB,1/6/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 3.3 GHz,12-25W,2.0,DDR4,AMD Athlon™ Gold 3150U,Athlon 3000 Series,,2.0,4.0
12nm,3.3 GHz,35W,384 KB,Athlon,Desktops,3150,1100 MHz,Radeon™  Graphics,2 MB,4 MB,7/21/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 3.8 GHz,,2.0,DDR4,AMD Athlon™ Gold 3150GE (OEM Only),Athlon 3000 Series,,4.0,4.0
12nm,3.5 GHz,65W,384 KB,Athlon,Desktops,3150,1100 MHz,Radeon™  Graphics,2 MB,4 MB,7/21/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 3.9 GHz,45-65W,2.0,DDR4,AMD Athlon™ Gold 3150G (OEM Only),Athlon 3000 Series,,4.0,4.0
14nm,2.4 GHz,15W,192 KB,Athlon,"Laptops , Desktops",3150,1100 MHz,AMD Radeon™ Graphics,1 MB,4 MB,9/22/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 3.3 GHz,12-25W,,,AMD Athlon™ Gold 3150C,Athlon 3000 Series,,2.0,4.0
14nm,2.3 GHz,15W,192 KB,Athlon,"Laptops , Desktops",3050,1100 MHz,AMD Radeon™ Graphics,1 MB,4 MB,1/6/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 3.2 GHz,12-25W,2.0,DDR4,AMD Athlon™ Silver 3050U,Athlon 3000 Series,,2.0,2.0
14nm,3.4 GHz,35W,192 KB,Athlon,Desktops,3050,1100 MHz,Radeon™  Graphics,1 MB,4 MB,7/21/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 3.4 GHz,,2.0,DDR4,AMD Athlon™ Silver 3050GE (OEM Only),Athlon 3000 Series,,2.0,4.0
14nm,1.4 GHz,6W,,Athlon,"Laptops , Desktops",3050,1000 MHz,AMD Radeon™ Graphics,1 MB,4 MB,1/6/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 2.8 GHz,,2.0,DDR4,AMD Athlon™ Silver 3050e,Athlon 3000 Series,,2.0,4.0
14nm,2.3 GHz,15W,192 KB,Athlon,"Laptops , Desktops",3050,1100 MHz,AMD Radeon™ Graphics,1 MB,4 MB,9/22/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 3.2 GHz,12-25W,,,AMD Athlon™  Silver 3050C,Athlon 3000 Series,,2.0,2.0
14nm,3.5 GHz,35W,192 KB,Athlon,"Desktops , Boxed Processor",3000,1100 MHz,Radeon™ Vega 3 Graphics,1 MB,4 MB,,https://www.amd.com/en/products/specifications/processors.html,,,2.0,,AMD Athlon™ 3000G,Athlon 3000 Series,,2.0,4.0
14nm,2.4 GHz,15W,384 KB,Athlon PRO,"Laptops , Desktops",300,1000 MHz,Radeon™ Vega 3 Graphics,1 MB,4 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 3.3 GHz,12-25W,2.0,,AMD Athlon™ PRO 300U Mobile Processor with Radeon™ Vega 3 Graphics,Athlon PRO 300 Series,,2.0,4.0
