Achitecture,Base Clock,Base Power,Cache,Code Name,Form Factor,Gen,IGPU Frequency,IGPU Name,L2 Cache,L3 Cache,Launch Date,Link,Max Boost Clock,Max Power,Memory Channels,Memory Type,Name,Series,Total Cache,Total Cores,Total Threads
TSMC 7nm FinFET,4.1 GHz,280W,765 KB,Ryzen Threadripper PRO,Desktops,5945,,Discrete Graphics Card Required,6 MB,64 MB,03/08/2022,https://www.amd.com/en/products/specifications/processors.html,Up to 4.5 GHz,,8.0,DDR4,AMD Ryzen™ Threadripper™ PRO 5945WX,Ryzen Threadripper PRO 5000 WX-Series,,12.0,24.0
TSMC 7nm FinFET,3 GHz,65W,768 KB,Ryzen PRO,Desktops,9,,,6 MB,64 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.7 GHz,,2.0,DDR4,AMD Ryzen™ 9 PRO 5945,Ryzen PRO 5000 Series,,12.0,24.0
TSMC 7nm FinFET,2 GHz,15W,512 KB,Ryzen PRO,"Laptops , Desktops",7,2000 MHz,AMD Radeon™ Graphics,4 MB,16 MB,01/30/2022,https://www.amd.com/en/products/specifications/processors.html,Up to 4.5 GHz,,2.0,DDR4,AMD Ryzen™ 7 PRO 5875U,Ryzen PRO 5000 Series,,8.0,16.0
TSMC 7nm FinFET,1.9 GHz,15W,,Ryzen PRO,"Laptops , Desktops",7,2000 MHz,AMD Radeon™ Graphics,4 MB,16 MB,3/16/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.4 GHz,,,"DDR4 , LPDDR4",AMD Ryzen™ 7 PRO 5850U,Ryzen PRO 5000 Series,,8.0,16.0
TSMC 7nm FinFET,3.4 GHz,65W,512 KB,Ryzen PRO,Desktops,7,,,4 MB,32 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.6 GHz,,2.0,DDR4,AMD Ryzen™ 7 PRO 5845,Ryzen PRO 5000 Series,,8.0,16.0
TSMC 7nm FinFET,3.2 GHz,35W,,Ryzen PRO,Desktops,7,2000 MHz,Radeon™  Graphics,4 MB,16 MB,6/1/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.6 GHz,,2.0,DDR4,AMD Ryzen™ 7 PRO 5750GE,Ryzen PRO 5000 Series,,8.0,16.0
TSMC 7nm FinFET,3.8 GHz,65W,,Ryzen PRO,Desktops,7,2000 MHz,Radeon™  Graphics,4 MB,16 MB,6/1/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.6 GHz,,2.0,DDR4,AMD Ryzen™ 7 PRO 5750G,Ryzen PRO 5000 Series,,8.0,16.0
TSMC 7nm FinFET,2.3 GHz,15W,384 KB,Ryzen PRO,"Laptops , Desktops",5,1800 MHz,AMD Radeon™ Graphics,3 MB,16 MB,01/30/2022,https://www.amd.com/en/products/specifications/processors.html,Up to 4.3 GHz,,2.0,DDR4,AMD Ryzen™ 5 PRO 5675U,Ryzen PRO 5000 Series,,6.0,12.0
TSMC 7nm FinFET,3.4 GHz,35W,,Ryzen PRO,Desktops,5,1900 MHz,Radeon™  Graphics,3 MB,16 MB,01/15/2024,https://www.amd.com/en/products/specifications/processors.html,Up to 4.4 GHz,,2.0,DDR4,AMD Ryzen™ 5 PRO 5655GE,Ryzen PRO 5000 Series,,6.0,12.0
TSMC 7nm FinFET,3.9 GHz,65W,,Ryzen PRO,Desktops,5,1900 MHz,Radeon™  Graphics,3 MB,16 MB,01/15/2024,https://www.amd.com/en/products/specifications/processors.html,Up to 4.4 GHz,,2.0,DDR4,AMD Ryzen™ 5 PRO 5655G,Ryzen PRO 5000 Series,,6.0,12.0
TSMC 7nm FinFET,2.3 GHz,15W,,Ryzen PRO,"Laptops , Desktops",5,1800 MHz,AMD Radeon™ Graphics,3 MB,16 MB,3/16/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,,,"DDR4 , LPDDR4",AMD Ryzen™ 5 PRO 5650U,Ryzen PRO 5000 Series,,6.0,12.0
TSMC 7nm FinFET,3.4 GHz,35W,,Ryzen PRO,Desktops,5,1900 MHz,Radeon™  Graphics,3 MB,16 MB,6/1/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.4 GHz,,2.0,DDR4,AMD Ryzen™ 5 PRO 5650GE,Ryzen PRO 5000 Series,,6.0,12.0
TSMC 7nm FinFET,3.9 GHz,65W,,Ryzen PRO,Desktops,5,1900 MHz,Radeon™  Graphics,3 MB,16 MB,6/1/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.4 GHz,,2.0,DDR4,AMD Ryzen™ 5 PRO 5650G,Ryzen PRO 5000 Series,,6.0,12.0
TSMC 7nm FinFET,3.7 GHz,65W,768 KB,Ryzen PRO,Desktops,5,,,3 MB,32 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.6 GHz,,2.0,DDR4,AMD Ryzen™ 5 PRO 5645,Ryzen PRO 5000 Series,,6.0,12.0
TSMC 7nm FinFET,2.7 GHz,15W,256 KB,Ryzen PRO,"Laptops , Desktops",3,1600 MHz,AMD Radeon™ Graphics,2 MB,8 MB,01/30/2022,https://www.amd.com/en/products/specifications/processors.html,Up to 4.1 GHz,,2.0,DDR4,AMD Ryzen™ 3 PRO 5475U,Ryzen PRO 5000 Series,,4.0,8.0
TSMC 7nm FinFET,2.6 GHz,15W,,Ryzen PRO,"Laptops , Desktops",3,1600 MHz,AMD Radeon™ Graphics,2 MB,8 MB,3/16/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,,,"DDR4 , LPDDR4",AMD Ryzen™ 3 PRO 5450U,Ryzen PRO 5000 Series,,4.0,8.0
TSMC 7nm FinFET,3.6 GHz,35W,,Ryzen PRO,Desktops,3,1700 MHz,Radeon™  Graphics,2 MB,8 MB,01/15/2024,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,,2.0,DDR4,AMD Ryzen™ 3 PRO 5355GE,Ryzen PRO 5000 Series,,4.0,8.0
TSMC 7nm FinFET,4 GHz,65W,,Ryzen PRO,Desktops,3,1700 MHz,Radeon™  Graphics,2 MB,8 MB,01/15/2024,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,,2.0,DDR4,AMD Ryzen™ 3 PRO 5355G,Ryzen PRO 5000 Series,,4.0,8.0
TSMC 7nm FinFET,3.6 GHz,35W,,Ryzen PRO,Desktops,3,1700 MHz,Radeon™  Graphics,2 MB,8 MB,6/1/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,,2.0,DDR4,AMD Ryzen™ 3 PRO 5350GE,Ryzen PRO 5000 Series,,4.0,8.0
TSMC 7nm FinFET,4 GHz,65W,,Ryzen PRO,Desktops,3,1700 MHz,Radeon™  Graphics,2 MB,8 MB,6/1/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,,2.0,DDR4,AMD Ryzen™ 3 PRO 5350G,Ryzen PRO 5000 Series,,4.0,8.0
TSMC 7nm FinFET,3.3 GHz,45+W,,Ryzen,"Laptops , Desktops",9,2100 MHz,AMD Radeon™ Graphics,4 MB,16 MB,1/12/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.8 GHz,35-54W,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 9 5980HX,Ryzen 5000 Series,,8.0,16.0
TSMC 7nm FinFET,3 GHz,35W,,Ryzen,"Laptops , Desktops",9,2100 MHz,AMD Radeon™ Graphics,4 MB,16 MB,1/12/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.8 GHz,,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 9 5980HS,Ryzen 5000 Series,,8.0,16.0
TSMC 7nm FinFET,3.4 GHz,105W,,Ryzen,"Desktops , Boxed Processor",9,,Discrete Graphics Card Required,8 MB,64 MB,11/5/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4.9 GHz,,,DDR4,AMD Ryzen™ 9 5950X,Ryzen 5000 Series,,16.0,32.0
TSMC 7nm FinFET,3.7 GHz,105W,,Ryzen,"Desktops , Boxed Processor",9,,Discrete Graphics Card Required,6 MB,64 MB,11/5/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4.8 GHz,,,DDR4,AMD Ryzen™ 9 5900X,Ryzen 5000 Series,,12.0,24.0
TSMC 7nm FinFET,3.3 GHz,45+W,,Ryzen,"Laptops , Desktops",9,2100 MHz,AMD Radeon™ Graphics,4 MB,16 MB,1/12/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.6 GHz,35-54W,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 9 5900HX,Ryzen 5000 Series,,8.0,16.0
TSMC 7nm FinFET,3 GHz,35W,,Ryzen,"Laptops , Desktops",9,2100 MHz,AMD Radeon™ Graphics,4 MB,16 MB,1/12/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.6 GHz,,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 9 5900HS,Ryzen 5000 Series,,8.0,16.0
TSMC 7nm FinFET,3 GHz,65W,,Ryzen,Desktops,9,,Discrete Graphics Card Required,6 MB,64 MB,1/12/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.7 GHz,,,DDR4,AMD Ryzen™ 9 5900 (OEM Only),Ryzen 5000 Series,,12.0,24.0
TSMC 7nm FinFET,2 GHz,15W,512 KB,Ryzen,"Laptops , Desktops",7,2000 MHz,AMD Radeon™ Graphics,4 MB,16 MB,01/30/2022,https://www.amd.com/en/products/specifications/processors.html,Up to 4.5 GHz,,2.0,DDR4,AMD Ryzen™ 7 5825U,Ryzen 5000 Series,,8.0,16.0
TSMC 7nm FinFET,2 GHz,15W,512 KB,Ryzen,"Laptops , Desktops",7,,AMD Radeon™ Graphics,4 MB,16 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.5 GHz,,2.0,DDR4,AMD Ryzen™ 7 5825C,Ryzen 5000 Series,,8.0,16.0
TSMC 7nm FinFET,3.4 GHz,105W,512 KB,Ryzen,"Desktops , Boxed Processor",7,,Discrete Graphics Card Required,4 MB,96 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.5 GHz,,2.0,DDR4,AMD Ryzen™ 7 5800X3D,Ryzen 5000 Series,,8.0,16.0
TSMC 7nm FinFET,3.8 GHz,105W,,Ryzen,"Desktops , Boxed Processor",7,,Discrete Graphics Card Required,4 MB,32 MB,11/5/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4.7 GHz,,,DDR4,AMD Ryzen™ 7 5800X,Ryzen 5000 Series,,8.0,16.0
TSMC 7nm FinFET,1.9 GHz,15W,,Ryzen,"Laptops , Desktops",7,2000 MHz,AMD Radeon™ Graphics,4 MB,16 MB,1/12/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.4 GHz,10-25W,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 7 5800U,Ryzen 5000 Series,,8.0,16.0
TSMC 7nm FinFET,2.8 GHz,35W,,Ryzen,"Laptops , Desktops",7,2000 MHz,AMD Radeon™ Graphics,4 MB,16 MB,1/12/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.4 GHz,,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 7 5800HS,Ryzen 5000 Series,,8.0,16.0
TSMC 7nm FinFET,3.2 GHz,45W,,Ryzen,"Laptops , Desktops",7,2000 MHz,AMD Radeon™ Graphics,4 MB,16 MB,1/12/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.4 GHz,35-54W,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 7 5800H,Ryzen 5000 Series,,8.0,16.0
TSMC 7nm FinFET,3.4 GHz,65W,,Ryzen,Desktops,7,,Discrete Graphics Card Required,4 MB,32 MB,1/12/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.6 GHz,,,DDR4,AMD Ryzen™ 7 5800 (OEM Only),Ryzen 5000 Series,,8.0,16.0
TSMC 7nm FinFET,3 GHz,105W,512 KB,Ryzen,"Desktops , Boxed Processor",7,,Discrete Graphics Card Required,4 MB,96 MB,01/08/2024,https://www.amd.com/en/products/specifications/processors.html,Up to 4.1 GHz,,2.0,DDR4,AMD Ryzen™ 7 5700X3D,Ryzen 5000 Series,,8.0,16.0
TSMC 7nm FinFET,3.4 GHz,65W,512 KB,Ryzen,"Desktops , Boxed Processor",7,,Discrete Graphics Card Required,4 MB,32 MB,04/04/2022,https://www.amd.com/en/products/specifications/processors.html,Up to 4.6 GHz,,2.0,DDR4,AMD Ryzen™ 7 5700X,Ryzen 5000 Series,,8.0,16.0
TSMC 7nm FinFET,1.8 GHz,15W,,Ryzen,"Laptops , Desktops",7,1900 MHz,AMD Radeon™ Graphics,4 MB,8 MB,1/12/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.3 GHz,10-25W,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 7 5700U,Ryzen 5000 Series,,8.0,16.0
TSMC 7nm FinFET,3.2 GHz,35W,,Ryzen,Desktops,7,2000 MHz,Radeon™  Graphics,4 MB,16 MB,4/13/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.6 GHz,,2.0,DDR4,AMD Ryzen™ 7 5700GE,Ryzen 5000 Series,,8.0,16.0
TSMC 7nm FinFET,3.8 GHz,65W,,Ryzen,"Desktops , Boxed Processor",7,2000 MHz,Radeon™  Graphics,4 MB,16 MB,4/13/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.6 GHz,45-65W,2.0,DDR4,AMD Ryzen™ 7 5700G,Ryzen 5000 Series,,8.0,16.0
TSMC 7nm FinFET,3.7 GHz,65W,512 KB,Ryzen,"Desktops , Boxed Processor",7,,Discrete Graphics Card Required,4 MB,16 MB,04/04/2022,https://www.amd.com/en/products/specifications/processors.html,Up to 4.6 GHz,45-65W,2.0,DDR4,AMD Ryzen™ 7 5700,Ryzen 5000 Series,,8.0,16.0
TSMC 7nm FinFET,2.3 GHz,15W,384 KB,Ryzen,"Laptops , Desktops",5,1800 MHz,AMD Radeon™ Graphics,3 MB,16 MB,01/30/2022,https://www.amd.com/en/products/specifications/processors.html,Up to 4.3 GHz,,2.0,DDR4,AMD Ryzen™ 5 5625U,Ryzen 5000 Series,,6.0,12.0
TSMC 7nm FinFET,2.3 GHz,15W,384 KB,Ryzen,"Laptops , Desktops",5,,AMD Radeon™ Graphics,3 MB,16 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.3 GHz,,2.0,DDR4,AMD Ryzen™ 5 5625C,Ryzen 5000 Series,,6.0,12.0
TSMC 7nm FinFET,3.3 GHz,105W,384 KB,Ryzen,"Desktops , Boxed Processor",5,,Discrete Graphics Card Required,3 MB,96 MB,07/07/2023,https://www.amd.com/en/products/specifications/processors.html,Up to 4.4 GHz,,2.0,DDR4,AMD Ryzen™ 5 5600X3D,Ryzen 5000 Series,,6.0,12.0
TSMC 7nm FinFET,3.7 GHz,65W,,Ryzen,"Desktops , Boxed Processor",5,,Discrete Graphics Card Required,3 MB,32 MB,11/5/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4.6 GHz,,,DDR4,AMD Ryzen™ 5 5600X,Ryzen 5000 Series,,6.0,12.0
TSMC 7nm FinFET,2.3 GHz,15W,,Ryzen,"Laptops , Desktops",5,1800 MHz,AMD Radeon™ Graphics,3 MB,16 MB,1/12/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,10-25W,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 5 5600U,Ryzen 5000 Series,,6.0,12.0
TSMC 7nm FinFET,3 GHz,35W,,Ryzen,"Laptops , Desktops",5,1800 MHz,AMD Radeon™ Graphics,3 MB,16 MB,1/12/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 5 5600HS,Ryzen 5000 Series,,6.0,12.0
TSMC 7nm FinFET,3.3 GHz,45W,,Ryzen,"Laptops , Desktops",5,1800 MHz,AMD Radeon™ Graphics,3 MB,16 MB,1/12/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,35-54W,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 5 5600H,Ryzen 5000 Series,,6.0,12.0
TSMC 7nm FinFET,3.6 GHz,65W,384 KB,Ryzen,"Desktops , Boxed Processor",5,1900 MHz,Radeon™ Graphics,3 MB,16 MB,01/08/2024,https://www.amd.com/en/products/specifications/processors.html,Up to 4.6 GHz,45-65W,2.0,DDR4,AMD Ryzen™ 5 5600GT,Ryzen 5000 Series,,6.0,12.0
TSMC 7nm FinFET,3.4 GHz,35W,,Ryzen,Desktops,5,1900 MHz,Radeon™  Graphics,3 MB,16 MB,4/13/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.4 GHz,,2.0,DDR4,AMD Ryzen™ 5 5600GE,Ryzen 5000 Series,,6.0,12.0
TSMC 7nm FinFET,3.9 GHz,65W,,Ryzen,"Desktops , Boxed Processor",5,1900 MHz,Radeon™  Graphics,3 MB,16 MB,4/13/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.4 GHz,45-65W,2.0,DDR4,AMD Ryzen™ 5 5600G,Ryzen 5000 Series,,6.0,12.0
TSMC 7nm FinFET,3.5 GHz,65W,384 KB,Ryzen,"Desktops , Boxed Processor",5,,Discrete Graphics Card Required,3 MB,32 MB,04/04/2022,https://www.amd.com/en/products/specifications/processors.html,Up to 4.4 GHz,,2.0,DDR4,AMD Ryzen™ 5 5600,Ryzen 5000 Series,,6.0,12.0
TSMC 7nm FinFET,2.3 GHz,15W,384 KB,Ryzen,"Laptops , Desktops",5,1600 MHz,AMD Radeon™  Graphics,3 MB,8 MB,01/12/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,10-25W,2.0,"DDR4 , LPDDR4X",AMD Ryzen™ 5 5560U,Ryzen 5000 Series,,6.0,12.0
TSMC 7nm FinFET,2.1 GHz,15W,,Ryzen,"Laptops , Desktops",5,1800 MHz,AMD Radeon™ Graphics,3 MB,8 MB,1/12/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,10-25W,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 5 5500U,Ryzen 5000 Series,,6.0,12.0
TSMC 7nm FinFET,3.3 GHz,45W,,Ryzen,"Laptops , Desktops",5,1800 MHz,AMD Radeon™ Graphics,2 MB,8 MB,06/23/2023,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,35-54W,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 5 5500H,Ryzen 5000 Series,,4.0,8.0
TSMC 7nm FinFET,3.6 GHz,65W,384 KB,Ryzen,"Desktops , Boxed Processor",5,1900 MHz,Radeon™ Graphics,3 MB,16 MB,01/08/2024,https://www.amd.com/en/products/specifications/processors.html,Up to 4.4 GHz,45-65W,2.0,DDR4,AMD Ryzen™ 5 5500GT,Ryzen 5000 Series,,6.0,12.0
TSMC 7nm FinFET,3.6 GHz,65W,384 KB,Ryzen,"Desktops , Boxed Processor",5,,Discrete Graphics Card Required,3 MB,16 MB,04/04/2022,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,,2.0,DDR4,AMD Ryzen™ 5 5500,Ryzen 5000 Series,,6.0,12.0
TSMC 7nm FinFET,2.7 GHz,15W,256 KB,Ryzen,"Laptops , Desktops",3,1600 MHz,AMD Radeon™ Graphics,2 MB,8 MB,01/30/2022,https://www.amd.com/en/products/specifications/processors.html,Up to 4.1 GHz,,2.0,DDR4,AMD Ryzen™ 3 5425U,Ryzen 5000 Series,,4.0,8.0
TSMC 7nm FinFET,2.7 GHz,15W,256 KB,Ryzen,"Laptops , Desktops",3,,AMD Radeon™ Graphics,2 MB,8 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.1 GHz,,2.0,DDR4,AMD Ryzen™ 3 5425C,Ryzen 5000 Series,,4.0,8.0
TSMC 7nm FinFET,2.6 GHz,15W,,Ryzen,"Laptops , Desktops",3,1600 MHz,AMD Radeon™ Graphics,2 MB,8 MB,1/12/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,10-25W,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 3 5400U,Ryzen 5000 Series,,4.0,8.0
TSMC 7nm FinFET,2.6 GHz,15W,,Ryzen,"Laptops , Desktops",3,1500 MHz,AMD Radeon™ Graphics,2 MB,4 MB,1/12/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 3.8 GHz,10-25W,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 3 5300U,Ryzen 5000 Series,,4.0,8.0
TSMC 7nm FinFET,3.6 GHz,35W,,Ryzen,Desktops,3,1700 MHz,Radeon™  Graphics,2 MB,8 MB,4/13/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,,2.0,DDR4,AMD Ryzen™ 3 5300GE (OEM Only),Ryzen 5000 Series,,4.0,8.0
TSMC 7nm FinFET,4 GHz,65W,,Ryzen,Desktops,3,1700 MHz,Radeon™  Graphics,2 MB,8 MB,4/13/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,45-65W,2.0,DDR4,AMD Ryzen™ 3 5300G (OEM Only),Ryzen 5000 Series,,4.0,8.0
TSMC 7nm FinFET,3 GHz,15W,128 KB,Ryzen,"Laptops , Desktops",3,,AMD Radeon™ Graphics,1 MB,8 MB,05/05/2022,https://www.amd.com/en/products/specifications/processors.html,Up to 3 GHz,,2.0,DDR4,AMD Ryzen™ 3 5125C,Ryzen 5000 Series,,2.0,4.0
TSMC 7nm FinFET,1.7 GHz,15W,,Ryzen PRO,"Laptops , Desktops",7,1600 MHz,AMD Radeon™ Graphics,4 MB,8 MB,5/7/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4.1 GHz,,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 7 PRO 4750U,Ryzen PRO 4000 Series,,8.0,16.0
TSMC 7nm FinFET,3.1 GHz,35W,512 KB,Ryzen PRO,Desktops,7,2100 MHz,Radeon™ Graphics,4 MB,8 MB,7/21/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4.3 GHz,,2.0,DDR4,AMD Ryzen™ 7 PRO 4750GE,Ryzen PRO 4000 Series,,8.0,16.0
TSMC 7nm FinFET,3.6 GHz,65W,512 KB,Ryzen PRO,Desktops,7,2100 MHz,Radeon™ Graphics,4 MB,8 MB,7/21/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4.4 GHz,45-65W,2.0,DDR4,AMD Ryzen™ 7 PRO 4750G,Ryzen PRO 4000 Series,,8.0,16.0
TSMC 7nm FinFET,3.3 GHz,35W,384 KB,Ryzen PRO,Desktops,5,1900 MHz,Radeon™ Graphics,3 MB,8 MB,11/11/2022,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,,2.0,DDR4,AMD Ryzen™ 5 PRO 4655GE,Ryzen PRO 4000 Series,,6.0,12.0
TSMC 7nm FinFET,3.7 GHz,65W,384 KB,Ryzen PRO,Desktops,5,1900 MHz,Radeon™ Graphics,3 MB,8 MB,11/11/2022,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,45-65W,2.0,DDR4,AMD Ryzen™ 5 PRO 4655G,Ryzen PRO 4000 Series,,6.0,12.0
TSMC 7nm FinFET,2.1 GHz,15W,,Ryzen PRO,"Laptops , Desktops",5,1500 MHz,AMD Radeon™ Graphics,3 MB,8 MB,5/7/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 5 PRO 4650U,Ryzen PRO 4000 Series,,6.0,12.0
TSMC 7nm FinFET,3.3 GHz,35W,384 KB,Ryzen PRO,Desktops,5,1900 MHz,Radeon™ Graphics,3 MB,8 MB,7/21/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,,2.0,DDR4,AMD Ryzen™ 5 PRO 4650GE,Ryzen PRO 4000 Series,,6.0,12.0
TSMC 7nm FinFET,3.7 GHz,65W,384 KB,Ryzen PRO,Desktops,5,1900 MHz,Radeon™ Graphics,3 MB,8 MB,7/21/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4.2 GHz,45-65W,2.0,DDR4,AMD Ryzen™ 5 PRO 4650G,Ryzen PRO 4000 Series,,6.0,12.0
TSMC 7nm FinFET,2.5 GHz,15W,,Ryzen PRO,"Laptops , Desktops",3,1400 MHz,AMD Radeon™ Graphics,2 MB,4 MB,5/7/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 3.7 GHz,,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 3 PRO 4450U,Ryzen PRO 4000 Series,,4.0,8.0
TSMC 7nm FinFET,3.5 GHz,35W,256 KB,Ryzen PRO,Desktops,3,1700 MHz,Radeon™ Vega 6 Graphics,2 MB,4 MB,Q4 2022,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,,2.0,DDR4,AMD Ryzen™ 3 PRO 4355GE,Ryzen PRO 4000 Series,,4.0,8.0
TSMC 7nm FinFET,3.8 GHz,65W,256 KB,Ryzen PRO,Desktops,3,1700 MHz,Radeon™ Graphics,2 MB,4 MB,Q4 2022,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,45-65W,2.0,DDR4,AMD Ryzen™ 3 PRO 4355G,Ryzen PRO 4000 Series,,4.0,8.0
TSMC 7nm FinFET,3.5 GHz,35W,256 KB,Ryzen PRO,Desktops,3,1700 MHz,Radeon™ Vega 6 Graphics,2 MB,4 MB,7/21/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,,2.0,DDR4,AMD Ryzen™ 3 PRO 4350GE,Ryzen PRO 4000 Series,,4.0,8.0
TSMC 7nm FinFET,3.8 GHz,65W,256 KB,Ryzen PRO,Desktops,3,1700 MHz,Radeon™ Graphics,2 MB,4 MB,7/21/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4 GHz,45-65W,2.0,DDR4,AMD Ryzen™ 3 PRO 4350G,Ryzen PRO 4000 Series,,4.0,8.0
TSMC 7nm FinFET,3 GHz,35W,,Ryzen,"Laptops , Desktops",9,1750 MHz,AMD Radeon™ Graphics,4 MB,8 MB,,https://www.amd.com/en/products/specifications/processors.html,Up to 4.3 GHz,,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 9 4900HS,Ryzen 4000 Series,,8.0,16.0
TSMC 7nm FinFET,3.3 GHz,35-54W,,Ryzen,"Laptops , Desktops",9,1750 MHz,AMD Radeon™ Graphics,4 MB,8 MB,3/16/2020,https://www.amd.com/en/products/specifications/processors.html,Up to 4.4 GHz,,,"DDR4 - Up to 3200 , LPDDR4 - Up to 4266",AMD Ryzen™ 9 4900H,Ryzen 4000 Series,,8.0,16.0
TSMC 7nm FinFET,2 GHz,15W,512 KB,Ryzen,"Laptops , Desktops",7,1950 MHz,Radeon™  Graphics,4 MB,8 MB,4/13/2021,https://www.amd.com/en/products/specifications/processors.html,Up to 4.4 GHz,10-25W,2.0,LPDDR4,AMD Ryzen™ 7 4980U Microsoft Surface® Edition,Ryzen 4000 Series,,8.0,16.0
