Price,Link,CPU Name,RAM,Memory Type,Storage,Storage Type,GPU Name,GPU VRAM,PSU,Cooler,OS,CPU Achitecture,CPU Core,CPU Thread,CPU Cache,Max DDR Support,Base Clock,Max Clock,IGPU Clock
12999000,https://hacom.vn/pc-msi-pro-dp21-i3-13100-8gb-ram-256gb-ssd-wl-bt-k-m-tpm2.0-dos-den-13m-654xvn-b3131008gs25xxah1,i3-13100,8GB,DDR4,256GB,HDD,610,4.0,,Fan,0,7,4.0,8.0,12,5.0,4.5,4.5,1000
14499000,https://hacom.vn/pc-hp-280-pro-g9-sff-9h1s5pt-i5-13500-8gb-ram-512gb-ssd-wl-bt-k-m-win-11,i5-13500,8GB,DDR4,512GB,HDD,,,180 W,Fan,11,7,14.0,20.0,24,5.0,1.8,4.8,1000
12899000,https://hacom.vn/pc-hp-prodesk-400-g9-mt-i5-12500-8gb-ram-256gssd-wl-bt-k-m-win-11-72k99pa,i5-12500,8GB,DDR4,256GB,SSD,,,,Fan,11,7,6.0,12.0,18,5.0,4.6,4.6,1000
20165000,https://hacom.vn/pc-acer-veriton-x2690g-i7-12700-8gb-512g-ssd-wl-k-m-black-dos,i7-12700,8GB,,512GB,SSD,,,,Fan,0,7,12.0,20.0,25,5.0,1.6,4.8,1000
10199000,https://hacom.vn/bo-mini-pc-asus-intel-nuc12-pro-tall-nuc12wshi5-i5-1250p-2xddr4-3200-3xnvme-sata-2x-hdmi-2.1-2x-dp-1.4a-90ab2wsh-mr6120,i5-1240P,64GB,DDR4,256GB,HDD,,,35W,Fan,10,7,12.0,16.0,12,5.0,4.4,4.4,1000
14099000,https://hacom.vn/hacom-sniper-s2-i5-12400f-gtx-1650-pcgm770,i5-12400,8GB,DDR4,500GB,SSD,,,550W,Fan,0,7,6.0,12.0,18,5.0,4.4,4.4,1000
23099000,https://hacom.vn/hacom-sniper-s4-i5-13400f-rtx-4060,i5-13400,16GB,DDR4,500GB,SSD,4060,8.0,650W,Fan,0,7,10.0,16.0,20,5.0,1.8,4.6,1000
18899000,https://hacom.vn/pc-hacom-designer-d128-i7-12700f-b660-16gb-ram-500gb-ssd-rtx-3050-550w,i7-12700,16GB,DDR4,500GB,SSD,,,550W,Fan,0,7,12.0,20.0,25,5.0,1.6,4.8,1000
15399000,https://hacom.vn/pc-dell-inspiron-3020-i5-13400-8gb-ram-256gb-ssd-1tb-hdd-wl-bt-k-m-win11-mti51010w1-8g-256g-1t,i5-13400,8GB,DDR4,256GB,HDD,,,,Fan,11,7,10.0,16.0,20,5.0,1.8,4.6,1000
13899000,https://hacom.vn/pc-hacom-business-mini-hb01-i7-12700-b660-8gb-ram-500gb-ssd-wifi,i7-12700,8GB,,500GB,SSD,,,450W,Fan,0,7,12.0,20.0,25,5.0,1.6,4.8,1000
17499000,https://hacom.vn/pc-hp-pro-280-g9-tower-i7-12700-8gb-ram-512gb-ssd-wl-bt-k-m-win11-72u97pa,i7-12700,8GB,DDR4,512GB,SSD,,,,Fan,11,7,12.0,20.0,25,5.0,1.6,4.8,1000
12199000,https://hacom.vn/pc-lenovo-thinkcentre-neo-50s-gen-4-i5-13400-8gb-ram-512gb-ssd-wl-bt-k-m-no-os-12jh0006va,i5-13400,8GB,DDR4,512GB,HDD,,,180W,Fan,0,7,10.0,16.0,20,5.0,1.8,4.6,1000
19399000,https://hacom.vn/pc-gaming-hacom-shark-s39-pink-i5-12400f-b660-16gb-ram-500gb-ssd-rtx-3050-650w,i5-12400,16GB,DDR4,500GB,SSD,,,650W,Fan,0,7,6.0,12.0,18,5.0,4.4,4.4,1000
119999000,https://hacom.vn/hacom-poseidon-limited-edition-i9-14900k-rtx-4090,i9-14900,64GB,DDR5,1024GB,SSD,4090,24.0,1050W,Liquid,0,7,24.0,32.0,36,5.0,1.5,5.4,1000
13999000,https://hacom.vn/pc-hp-all-in-one-22-dd2012d-i3-1215u-8gb-ram-256gb-ssd-21.5-inch-fhd-wl-bt-k-m-win-11-6k7g5pa,i3-1215U,8GB,,256GB,SSD,,,,Fan,11,7,6.0,8.0,10,5.0,4.4,4.4,1000
10899000,https://hacom.vn/pc-dell-inspiron-3020-i3-13100-8gb-ram-256gb-ssd-wl-bt-k-m-win11-b,i3-13100,8GB,DDR4,256GB,SSD,,,,Fan,11,7,4.0,8.0,12,5.0,4.5,4.5,1000
13129000,https://hacom.vn/pc-acer-as-xc-895-i5-10400-4gb-ram-1tb-hdd-dvdrw-wl-bt-k-m-win-10-dt.bewsv.005,i5-10400,4GB,DDR4,1TB,HDD,,,,Fan,10,14,6.0,12.0,12,4.0,2.9,4.3,1000
11599000,https://hacom.vn/hacom-ares-i3-12100f-gtx-1650-1-2-3,i3-12100,8GB,DDR4,250GB,SSD,610,4.0,550W,Fan,0,7,4.0,8.0,12,5.0,4.3,4.3,1000
26999000,https://hacom.vn/may-tram-asus-e500g9-12700030z-i7-12700-16gb-ram-1tb-hdd-w680-550w-dvd-rw-kb-m-90sf02f1-m006w0,i7-12700,16GB,DDR5,1TB,HDD,,,550W,Fan,0,7,12.0,20.0,25,5.0,1.6,4.8,1000
14699000,https://hacom.vn/pc-hp-pro-400-g9-sff-i5-12500-8gb-ram-512gb-ssd-wl-bt-k-m-win11-72l11pa,i5-12500,8GB,DDR4,512GB,SSD,,,240 W,Fan,11,7,6.0,12.0,18,5.0,4.6,4.6,1000
10899000,https://hacom.vn/hacom-ares-a6-i3-1200f-h610-8g-ram-gtx-1650-550w,i3-12100F,8GB,DDR4,250GB,SSD,610,4.0,550W,Fan,0,7,4.0,8.0,12,5.0,4.3,4.3,0
13799000,https://hacom.vn/pc-hp-s01-pf3011d-8c5s7pa-i5-13400-8gb-ram-512gb-ssd-wl-bt-k-m-win-11-den,i5-13400,8GB,DDR4,512GB,SSD,,,180W,Fan,11,7,10.0,16.0,20,5.0,1.8,4.6,1000
17399000,https://hacom.vn/pc-hacom-cad-c108-i7-12700f-b660-16gb-ram-500gb-ssd-t400-4gb-550w,i7-12700,16GB,DDR4,500GB,SSD,,,550W,Fan,0,7,12.0,20.0,25,5.0,1.6,4.8,1000
14699000,https://hacom.vn/pc-dell-optiplex-7010-sff-i5-13500-8gb-ram-256gb-ssd-k-m-ubuntu-den-7010sff8g2563y,i5-13500,8GB,DDR4,256GB,SSD,,,180W,Fan,0,7,14.0,20.0,24,5.0,1.8,4.8,1000
9699000,https://hacom.vn/pc-hacom-cad-c109-i3-12100f-h610-8gb-ram-250gb-ssd-t400-4gb-450w,i3-12100,8GB,DDR4,250GB,SSD,610,4.0,450W,Fan,0,7,4.0,8.0,12,5.0,4.3,4.3,1000
22499000,https://hacom.vn/may-tram-asus-e500g9-1260k002z-i5-1260k-8gd5-1tb-hdd-2-intel-lan-w680-300w-kb-m-dvd-rw-nos-den-90sf02f1-m007x0,i5-12600,8 GB,DDR5,1TB,HDD,,,300W,Fan,0,7,6.0,12.0,18,5.0,4.8,4.8,1000
20799000,https://hacom.vn/pc-hacom-designer-d130-i7-12700f-b660-16gb-ram-500gb-ssd-rtx-3060-12gb-650w,i7-12700,16GB,DDR4,500GB,SSD,3060,12.0,650W,Fan,0,7,12.0,20.0,25,5.0,1.6,4.8,1000
29499000,https://hacom.vn/workstation-dell-precision-3660-tower-cto-base-i7-12700-8gb-ram-1tb-hdd-t400-dvdrw-k-m-ubuntu-42pt3660d02,i7-12700,8GB,,1TB,HDD,,,,Fan,0,7,12.0,20.0,25,5.0,1.6,4.8,1000
15599000,https://hacom.vn/pc-dell-vostro-3020sff-i5-13400-8gb-ram-512gb-ssd-wl-bt-k-m-win11-71021410,i5-13400,8GB,DDR4,512GB,SSD,,,,Fan,11,7,10.0,16.0,20,5.0,1.8,4.6,1000
12599000,https://hacom.vn/pc-hp-280-pro-g9-sff-i5-12500-8gb-ram-256g-ssd-wl-bt-k-m-win11-9e562pt,i5-12500,8GB,DDR4,256GB,HDD,,,180 W,Fan,11,7,6.0,12.0,18,5.0,4.6,4.6,1000
6499000,https://hacom.vn/pc-hacom-business-mini-p48-v2-i3-10105-h510-8gb-ram-256gb,i3-10105,8GB,DDR4,256GB,SSD,630,4.0,,Fan,0,14,4.0,8.0,6,4.0,3.7,4.4,1000
12399000,https://hacom.vn/pc-dell-optiplex-7010-sff-i5-12500-8gb-ram-512gb-ssd-k-m-dos-den-7010sf125004774,i5-12500,8GB,DDR4,512GB,SSD,,,180W,Fan,0,7,6.0,12.0,18,5.0,4.6,4.6,1000
17299000,https://hacom.vn/hacom-sniper-s30-i5-12400f-rtx-3050,i5-12400,16GB,DDR4,500GB,SSD,,,650W,Fan,0,7,6.0,12.0,18,5.0,4.4,4.4,1000
16999000,https://hacom.vn/pc-asus-all-in-one-a3402wb-i5-1235u-8gb-512g-pcie-23.8-fhdt-cam-mic-wifi6-bt5-wl_kb-wl_m-w11h-trang-a3402wbat-wa187w,i5-1235U,8GB,DDR4,512GB,SSD,,,,Fan,11,7,10.0,12.0,12,5.0,4.4,4.4,1000
15199000,https://hacom.vn/pc-hp-elite-mini-600-g9-8u8r0pa-i5-13500-8gb-ram-512gb-ssd-wl-bt-k-m-win11,i5-13500,8GB,DDR5,512GB,SSD,,,120 W,Fan,11,7,14.0,20.0,24,5.0,1.8,4.8,1000
7999000,https://hacom.vn/pc-hacom-business-i3121-16gs5-i3-12100-h610-16gb-ram-500gb,i3-12100,16GB,,500GB,SSD,610,4.0,,Fan,0,7,4.0,8.0,12,5.0,4.3,4.3,1000
28799000,https://hacom.vn/hacom-apollo-i07-i7-14700f-rtx-3060,i7-14700,16GB,DDR4,500GB,SSD,3060,12.0,650W,Fan,0,7,20.0,28.0,33,5.0,1.5,5.3,1000
14699000,https://hacom.vn/pc-dell-optiplex-7010-tower-i5-13500-8gb-ram-512gb-ssd-k-m-ubuntu-den-42ot701021,i5-13500,8GB,DDR4,512GB,SSD,,,180W,Fan,0,7,14.0,20.0,24,5.0,1.8,4.8,1000
13999000,https://hacom.vn/pc-asus-rog-strix-g10dk-r5-5600g-8gb-ram-512gb-ssd-gtx1660ti-wl-bt5-win-11-g10dk-r5600g003w,Ryzen 5 5600G,8GB,DDR4,512GB,SSD,1660,6.0,,Fan,11,7,6.0,12.0,19,4.0,3.9,4.4,1900
18299000,https://hacom.vn/may-tram-asus-e500g9-12500010z-i5-12500-8gb-ram-1tb-hdd-w680-300w-dvd-rw-kb-m-90sf02f1-m00740,i5-12500,8GB,DDR5,1TB,HDD,,,300W,Fan,0,7,6.0,12.0,18,5.0,4.6,4.6,1000
20999000,https://hacom.vn/pc-hacom-designer-d089-i5-13600k-b760-16gb-ram-500gb-ssd-gtx-1660-super-650w,i5-13600,16GB,DDR4,500GB,SSD,1660,6.0,650W,Fan,0,7,14.0,20.0,24,5.0,2.0,5.0,1000
50399000,https://hacom.vn/workstation-dell-precision-3660-tower-i9-12900-16gb-ram-256gb-ssd-1tb-hdd-dvdrw-nvidia-t1000-4gb-k-m-42pt3660d16,i9-12900,16GB,,256GB,HDD,,,,Fan,0,7,16.0,24.0,30,5.0,1.8,5.0,1000
17799000,https://hacom.vn/pc-hp-280-pro-tower-g9-i7-12700-8gb-ram-256gb-ssd-wl-bt-k-m-win11-9e816pt,i7-12700,8GB,DDR4,256GB,SSD,,,,Fan,11,7,12.0,20.0,25,5.0,1.6,4.8,1000
13199000,https://hacom.vn/pc-hacom-designer-d133-i5-10400f-b560-16gb-ram-500gb-ssd-rtx-3050-550w,i5-10400,16GB,DDR4,500GB,SSD,,,550W,Fan,0,14,6.0,12.0,12,4.0,2.9,4.3,1000
20999000,https://hacom.vn/pc-hacom-designer-d142-i7-12700f-b660-16gb-ram-500gb-ssd-rtx-3060-12gb-650w,i7-12700,16GB,DDR4,500GB,SSD,3060,12.0,650W,Fan,0,7,12.0,20.0,25,5.0,1.6,4.8,1000
30399000,https://hacom.vn/workstation-dell-precision-3660-tower-i5-12600-8gb-ram-512gb-ssd-dvdrw-t400-4gb-k-m-42pt3660d11,i5-12600,8GB,,512GB,HDD,,,,Fan,0,7,6.0,12.0,18,5.0,4.8,4.8,1000
17999000,https://hacom.vn/pc-lenovo-thinkcentre-neo-50s-gen-4-i7-13700-16gb-ram-512gb-ssd-wl-bt-k-m-no-os-12jh003cva,i7-13700,16GB,,512GB,HDD,,,,Fan,0,7,16.0,24.0,30,5.0,1.5,5.1,1000
15399000,https://hacom.vn/hacom-sniper-i5-12400f-gtx-1660-super-1,i5-12400,8GB,DDR4,250GB,SSD,1660,6.0,550W,Fan,0,7,6.0,12.0,18,5.0,4.4,4.4,1000
19899000,https://hacom.vn/pc-hp-all-in-one-proone-240-g10-8w310pa-i7-1355u-8gb-ram-512gb-ssd-23.8-inch-fhd-wl-bt-k-m-win11,i7-1355U,8GB,DDR4,512GB,SSD,,,,Fan,11,7,10.0,12.0,12,5.0,5.0,5.0,1000
17999000,https://hacom.vn/pc-asus-all-in-one-a3402wbak-wa066w-i5-1235g7-8gb-ram-512gb-ssd-23.8-inch-full-hd-wl-bt-k-m-win-11-trang,i5-1235U,8GB,,512GB,SSD,,,,Fan,11,7,10.0,12.0,12,5.0,4.4,4.4,1000
15099000,https://hacom.vn/pc-asus-all-in-one-a3202wb-i3-1215u-8gb-512g-pcie-21.45-fhd-cam-mic-wifi6-bt5-wl_kb-wl_m-w11h-trang-a3202wbak-wa101w,i3-1215U,8GB,DDR4,512GB,SSD,,,,Fan,11,7,6.0,8.0,10,5.0,4.4,4.4,1000
11699000,https://hacom.vn/pc-hacom-designer-d131-i3-12100f-h610-8gb-ram-250gb-ssd-gtx-1660-super-550w,i3-12100,8GB,DDR4,250GB,SSD,610,4.0,550W,Fan,0,7,4.0,8.0,12,5.0,4.3,4.3,1000
14199000,https://hacom.vn/pc-dell-vostro-3020t-i5-13400-8gb-ram-512gb-ssd-wl-bt-k-m-win11-6fm7x11,i5-13400,8GB,DDR4,512GB,SSD,,,180W,Fan,11,7,10.0,16.0,20,5.0,1.8,4.6,1000
20899000,https://hacom.vn/hacom-sniper-i5-12400f-rtx-4060-2,i5-12400,8GB,DDR4,500GB,SSD,4060,8.0,650W,Fan,0,7,6.0,12.0,18,5.0,4.4,4.4,1000
10499000,https://hacom.vn/pc-hacom-designer-d137-i5-10400f-b560-8gb-ram-240gb-ssd-gtx-1650-550w,i5-10400,8GB,DDR4,,SSD,,,550W,Fan,0,14,6.0,12.0,12,4.0,2.9,4.3,1000
68799000,https://hacom.vn/workstation-asus-pro-e500-g6-1090k-027z-i9-10900k-32gb-ram-1tb-ssd-rtx3080-k-m-90sf0181-m10190,i9-10900,32GB,,1TB,SSD,3080,12.0,,Fan,0,14,10.0,20.0,20,4.0,2.8,5.2,1000
22499000,https://hacom.vn/hacom-sniper-s25-i5-13400f-rtx-4060,i5-13400,16GB,DDR4,500GB,SSD,4060,8.0,650W,Fan,0,7,10.0,16.0,20,5.0,1.8,4.6,1000
8199000,https://hacom.vn/pc-asus-mini-pn62-i5-10210u-wl-bt-hdmi-vga-barebone-pn62s-bb5096mv,i5-10210U,,,,HDD,,,,Fan,0,14,4.0,8.0,6,4.0,0.8,4.2,1000
6999000,https://hacom.vn/pc-hacom-business-i3121-8gs2-i3-12100-h610-8gb-ram-256gb,i3-12100,8GB,DDR4,256GB,SSD,610,4.0,,Fan,0,7,4.0,8.0,12,5.0,4.3,4.3,1000
16399000,https://hacom.vn/pc-hp-s01-pf2024d-i7-12700-8gb-ram-512gb-ssd-wl-bt-k-m-win-11-6k7b3pa,i7-12700,8GB,DDR4,512GB,SSD,,,,Fan,11,7,12.0,20.0,25,5.0,1.6,4.8,1000
7099000,https://hacom.vn/pc-hacom-business-mini-p42-v2-i3-12100-h610-8gb-ram-256gb,i3-12100,8GB,DDR4,256GB,SSD,610,4.0,,Fan,0,7,4.0,8.0,12,5.0,4.3,4.3,1000
49499000,https://hacom.vn/bo-mini-pc-asus-intel-nuc13-extreme-nuc13rngi9-i9-13900k-z690-2x-via-pch-1x-via-cpu-nvme-2xddr5-2x-hdmi-2.1-2x-thunderbolt-4-125w-90ab3rng-mrc110,i9-13900,64GB,DDR5,,HDD,3080 Ti,12.0,125 W,Fan,10,7,24.0,32.0,36,5.0,1.5,5.2,1000
13199000,https://hacom.vn/hacom-sniper-s11-i5-12400f-gtx-1650,i5-12400,8GB,DDR4,256GB,SSD,,,500W,Fan,0,7,6.0,12.0,18,5.0,4.4,4.4,1000
7499000,https://hacom.vn/pc-hacom-business-mini-p43-v2-i3-12100-h610-8gb-ram-500gb,i3-12100,8GB,DDR4,500GB,SSD,610,4.0,,Fan,0,7,4.0,8.0,12,5.0,4.3,4.3,1000
18399000,https://hacom.vn/pc-hp-280-pro-tower-g9-9h9c2pt-i7-12700-16gb-ram-512gb-ssd-wl-bt-k-m-win11,i7-12700,16GB,,512GB,SSD,,,,Fan,11,7,12.0,20.0,25,5.0,1.6,4.8,1000
15499000,https://hacom.vn/pc-hacom-designer-d143-i5-12400f-rtx-3050,i5-12400,16GB,DDR4,500GB,SSD,,,550W,Fan,0,7,6.0,12.0,18,5.0,4.4,4.4,1000
12899000,https://hacom.vn/hacom-sniper-s22-i5-12400f-gtx-1650,i5-12400,8GB,DDR4,250GB,SSD,,,500W,Fan,0,7,6.0,12.0,18,5.0,4.4,4.4,1000
13899000,https://hacom.vn/bo-mini-pc-asus-intel-nuc13-prodesk-nuc13vyki5-i5-1340p-2xddr4-3200-2xnvme-sata-2x-hdmi-2.1-2x-dp-1.4a-90ab3vyk-mr6160,i5-1340P,64GB,DDR4,,SSD,,,,Fan,10,7,12.0,16.0,12,5.0,4.6,4.6,1000
18599000,https://hacom.vn/pc-hp-pro-tower-400-g9-i7-13700-8gb-ram-512g-ssd-wl-bt-k-m-win11-9h1t7pt,i7-13700,8GB,DDR4,512GB,HDD,,,,Fan,11,7,16.0,24.0,30,5.0,1.5,5.1,1000
14399000,https://hacom.vn/pc-hp-all-in-one-200-pro-g4-i3-1215u-8gb-ram-512gb-ssd-21.5-inch-fhd-wl-bt-k-m-win-11-74s23pa,i3-1215U,8GB,DDR4,512GB,SSD,,,,Fan,11,7,6.0,8.0,10,5.0,4.4,4.4,1000
10599000,https://hacom.vn/pc-dell-optiplex-7010-sff-i3-13100-4gb-ram-256gb-ssd-k-m-ubuntu-den-71016918,i3-13100,4GB,DDR4,256GB,HDD,,,180W,Fan,0,7,4.0,8.0,12,5.0,4.5,4.5,1000
7799000,https://hacom.vn/may-tinh-intel-nuc-11-rnuc11pahi3-i3-1115g4-rnuc11pahi30000,i3-1115G4,,,,,,,,Fan,0,10,2.0,4.0,6,4.0,1.7,4.1,1000
10299000,https://hacom.vn/pc-dell-optiplex-3000-mt-i3-12100-8gb-ram-256gb-ssd-dvdrw-k-m-dos,i3-12100,8GB,,256GB,SSD,,,,Fan,0,7,4.0,8.0,12,5.0,4.3,4.3,1000
14999000,https://hacom.vn/pc-hp-280-pro-g9-sff-9h1s6pt-i5-13500-16gb-ram-512gb-ssd-wl-bt-k-m-win-11,i5-13500,16GB,DDR4,512GB,HDD,,,180 W,Fan,11,7,14.0,20.0,24,5.0,1.8,4.8,1000
16499000,https://hacom.vn/hacom-sniper-i5-12400f-gtx-1660s-715,i5-12400,8GB,DDR4,500GB,SSD,1660,6.0,500W,Fan,0,7,6.0,12.0,18,5.0,4.4,4.4,1000
17999000,https://hacom.vn/pc-hp-all-in-one-22-dd2003d-i5-1235u-8gb-ram-256gb-ssd-21.5-inch-fhd-wl-bt-k-m-win-11-6k7g2pa,i5-1235U,8GB,DDR4,256GB,SSD,,,,Fan,11,7,10.0,12.0,12,5.0,4.4,4.4,1000
12599000,https://hacom.vn/pc-hp-s01-pf2033d-i5-12400-8gb-ram-256gb-ssd-wl-bt-k-m-win-11-6l604pa,i5-12400,8GB,DDR4,256GB,SSD,,,,Fan,11,7,6.0,12.0,18,5.0,4.4,4.4,1000
9799000,https://hacom.vn/pc-hp-280-pro-tower-g9-i3-12100-4gb-ram-256gb-ssd-wl-bt-k-m-win11-9e814pt,i3-12100,4GB,DDR4,256GB,SSD,,,,Fan,11,7,4.0,8.0,12,5.0,4.3,4.3,1000
14990000,https://hacom.vn/pc-asus-all-in-one-a3402wb-i3-1215u-8gb-512g-pcie-23.8-fhd-cam-mic-wifi6-bt5-wl_kb-wl_m-w11h-trang-a3402wbak-wa549w,i3-1215U,8GB,DDR4,512GB,SSD,,,,Fan,11,7,6.0,8.0,10,5.0,4.4,4.4,1000
16099000,https://hacom.vn/hacom-sniper-s5-i5-12400f-gtx-1660-super,i5-12400,8GB,DDR4,500GB,SSD,1660,6.0,500W,Fan,0,7,6.0,12.0,18,5.0,4.4,4.4,1000
13999000,https://hacom.vn/pc-asus-all-in-one-a3402wbak-wa070w-i3-1215u-8gb-ram-512gb-ssd-23.8-inch-full-hd-wl-bt-k-m-win-11-trang,i3-1215U,8GB,,512GB,SSD,,,,Fan,11,7,6.0,8.0,10,5.0,4.4,4.4,1000
11599000,https://hacom.vn/pc-hp-aio-proone-240-g10-9h0a7pt-i3-n300-8gb-ram-256gb-ssd-23.8-inch-fhd-wl-bt-k-m-win11-den,i3-N300,8GB,DDR4,256GB,SSD,,,,Fan,11,7,8.0,8.0,6,4.0,3.8,3.8,1000
16499000,https://hacom.vn/pc-lenovo-thinkcentre-m70t-gen-3-i7-12700-8gb-ram-512gb-ssd-wl-bt-k-m-no-os-11ta0014va,i7-12700,8GB,,512GB,SSD,,,,Fan,0,7,12.0,20.0,25,5.0,1.6,4.8,1000
22299000,https://hacom.vn/hacom-sniper-s24-i5-13400f-rtx-3060,i5-13400,16GB,DDR4,500GB,SSD,3060,12.0,650W,Fan,0,7,10.0,16.0,20,5.0,1.8,4.6,1000
16999000,https://hacom.vn/pc-hp-280-pro-g9-sff-i7-12700-8gb-ram-256gssd-wl-bt-k-m-win-11-72k94pa,i7-12700,8GB,DDR4,256GB,SSD,,,180 W,Fan,11,7,12.0,20.0,25,5.0,1.6,4.8,1000
19099000,https://hacom.vn/pc-hp-all-in-one-22-dd2042d-9a8j7pa-i5-1235u-16gb-ram-512gb-ssd-21.5-fhd-wl-bt-k-m-win-11-trang,i5-1235U,16GB,DDR4,512GB,SSD,,,,Fan,11,7,10.0,12.0,12,5.0,4.4,4.4,1000
16199000,https://hacom.vn/pc-hp-m01-f3005d-i7-13700-8gb-ram-256gb-ssd-wlan-ax-bt-usb-k-m-win11-home-64-dark-black-8c5s1pa,i7-13700,8GB,DDR4,256GB,SSD,,,180 W,Fan,11,7,16.0,24.0,30,5.0,1.5,5.1,1000
7599000,https://hacom.vn/pc-hacom-business-mini-v2-i5-11400-h510-8gb-ram-256gb-ssd,i5-11400,8GB,DDR4,256GB,SSD,,,450W,Fan,0,14,6.0,12.0,12,4.0,2.6,4.4,1000
24799000,https://hacom.vn/pc-dell-optiplex-7010-tower-plus-i7-13700-16gb-ram-ddr5-512gb-ssd-k-m-ubuntu-den-42ot701007,i7-13700,16GB,DDR5,512GB,SSD,,,260W,Fan,0,7,16.0,24.0,30,5.0,1.5,5.1,1000
18299000,https://hacom.vn/pc-asus-all-in-one-a3202wb-i5-1235u-8gb-512gb-ssd-tpm-21.45-fhd-cam-mic-wifi6-bt5-kb-m-w11h-trang-a3202wbak-wa155w,i5-1235U,8GB,DDR4,512GB,SSD,,,,Fan,11,7,10.0,12.0,12,5.0,4.4,4.4,1000
19299000,https://hacom.vn/pc-asus-all-in-one-a3402wb-i5-1235u-16gb-512g-pcie-23.8-fhd-cam-mic-wifi6-bt5-wl_kb-wl_m-w11h-trang-a3402wbak-wa716w,i5-1235U,16GB,DDR4,512GB,SSD,,,,Fan,11,7,10.0,12.0,12,5.0,4.4,4.4,1000
16199000,https://hacom.vn/pc-hacom-cad-c125-i5-13400f-b760-16gb-ram-500gb-ssd-t400-4gb-550w,i5-13400,16GB,DDR4,500GB,SSD,,,550W,Fan,0,7,10.0,16.0,20,5.0,1.8,4.6,1000
17299000,https://hacom.vn/pc-hp-280-pro-g9-sff-i7-12700-8gb-ram-512gssd-wl-bt-k-m-win-11-72k95pa,i7-12700,8GB,DDR4,512GB,SSD,,,180 W,Fan,11,7,12.0,20.0,25,5.0,1.6,4.8,1000
35299000,https://hacom.vn/pc-hacom-dung-phim-p047-i7-12700k-z690-32gb-2x16gb-ram-500gb-ssd-rtx-4060-ti-8gb-750w,i7-12700,32GB,DDR4,500GB,SSD,4060,8.0,750W,Liquid,0,7,12.0,20.0,25,5.0,1.6,4.8,1000
6099000,https://hacom.vn/pc-hacom-business-mini-p35-i3-10105-h510-8gb-ram-120gb-ssd,i3-10105,8GB,DDR4,120GB,SSD,630,4.0,350W,Fan,0,14,4.0,8.0,6,4.0,3.7,4.4,1000
40099000,https://hacom.vn/hacom-apollo-i7-13700k-rtx-4060-ti,i7-13700,16GB,DDR4,1TB,SSD,4060,8.0,750W,Liquid,0,7,16.0,24.0,30,5.0,1.5,5.1,1000
13999000,https://hacom.vn/pc-dell-optiplex-3090-mt-i5-10505-8gb-ram-256gb-ssd-dvdrw-k-m-fedora-42ot390007,i5-10505,8GB,,256GB,SSD,3090,24.0,,Fan,0,14,6.0,12.0,12,4.0,3.2,4.6,1000
26099000,https://hacom.vn/hacom-apollo-i7-12700f-rtx-3060-1,i7-12700,16GB,DDR4,500GB,SSD,3060,12.0,750W,Fan,0,7,12.0,20.0,25,5.0,1.6,4.8,1000
19999000,https://hacom.vn/pc-mini-msi-cubi-5-i7-1255u-16gb-ram-512gb-ssd-wl-bt-dos-den-12m-079vn-b71255u16gs51x11pa,i7-1255U,16GB,DDR4,512GB,HDD,,,,Fan,0,7,10.0,12.0,12,5.0,4.7,4.7,1000
13499000,https://hacom.vn/pc-lenovo-thinkcentre-m70t-gen-4-i5-13400-8gb-ram-512gb-ssd-wl-bt-k-m-no-os-12dl000jva,i5-13400,8GB,DDR4,512GB,HDD,,,15W,Fan,0,7,10.0,16.0,20,5.0,1.8,4.6,1000
29999000,https://hacom.vn/workstation-dell-precision-3660-tower-i5-12600-8gb-ram-256gb-ssd-1tb-hdd-dvdrw-nvidia-t400-4gb-k-m-42pt3660d15,i5-12600,8GB,,256GB,HDD,,,,Fan,0,7,6.0,12.0,18,5.0,4.8,4.8,1000
82299000,https://hacom.vn/workstation-asus-pro-e500-g6-1070k-021z-i7-10700k-16gb-ram-512gb-ssd-rtx3090-90sf0181-m00a10,i7-10700,16GB,,512GB,SSD,3090,24.0,,Fan,0,14,8.0,16.0,16,4.0,2.9,4.8,1000
18999000,https://hacom.vn/pc-hp-280-pro-g9-sff-9h1t3pt-i7-13700-16gb-ram-512gb-ssd-wl-bt-k-m-win-11,i7-13700,16GB,DDR4,512GB,HDD,,,180 W,Fan,11,7,16.0,24.0,30,5.0,1.5,5.1,1000
56999000,https://hacom.vn/hacom-apollo-i08-i7-14700k-z790-32g-ram-rtx-4070-850w,i7-14700,32GB,DDR5,1TB,SSD,4070,12.0,850W,Liquid,0,7,20.0,28.0,33,5.0,1.5,5.3,1000
18599000,https://hacom.vn/pc-hp-all-in-one-22-dd2002d-i5-1235u-8gb-ram-512gb-ssd-21.5-inch-fhd-wl-bt-k-m-win-11-6k7g1pa,i5-1235U,8GB,DDR4,512GB,SSD,,,2 W,Fan,11,7,10.0,12.0,12,5.0,4.4,4.4,1000
17399000,https://hacom.vn/hacom-sniper-s26-pink-i5-13400f-gtx-1660-super,i5-13400,8GB,DDR4,250GB,SSD,1660,6.0,550W,Fan,0,7,10.0,16.0,20,5.0,1.8,4.6,1000
7999000,https://hacom.vn/pc-lenovo-thinkcentre-neo-50s-gen-3-i3-12100-4gb-ram-256gb-ssd-wl-bt-k-m-no-os-11t0s0bn00,i3-12100,4GB,DDR4,256GB,HDD,,,58W,Fan,0,7,4.0,8.0,12,5.0,4.3,4.3,1000
