Price,Link,CPU Name,RAM,Memory Type,Storage,Storage Type,GPU Name,GPU VRAM,PSU,Cooler,OS,CPU Achitecture,CPU Core,CPU Thread,CPU Cache,Max DDR Support,Base Clock,Max Clock,IGPU Clock
15099000,https://hacom.vn/pc-dell-vostro-3020sff-i5-13400-16gb-ram-512gb-ssd-wl-bt-k-m-win11-sffi52018w1-16g-512g,i5-13400,16GB,DDR4,512GB,SSD,520,4.0,,Fan,11,7,10.0,16.0,20,5.0,1.8,4.6,1000
15499000,https://hacom.vn/pc-hacom-cad-c105-case-mini-tower-i5-13400f-b760-16gb-ram-500gb-ssd-t400-4gb-550w,i5-13400,16GB,DDR4,500GB,SSD,,,550W,Fan,0,7,10.0,16.0,20,5.0,1.8,4.6,1000
17499000,https://hacom.vn/hacom-sniper-i5-12400f-rtx-3050-1-2-3,i5-12400,8GB,DDR4,500GB,SSD,,,600W,Fan,0,7,6.0,12.0,18,5.0,4.4,4.4,1000
10299000,https://hacom.vn/pc-lenovo-thinkcentre-neo-50t-gen-4-i3-13100-8gb-ram-256gb-ssd-wl-bt-k-m-no-os-12jb001dva,i3-13100,8GB,DDR4,256GB,HDD,,,180W,Fan,0,7,4.0,8.0,12,5.0,4.5,4.5,1000
32999000,https://hacom.vn/may-tram-asus-e500-g9-i9-12900-16gb-ram-w680-512gb-ssd-750w-kb-m-dvd-rw-e500g9-12900016z,i9-12900,16GB,,512GB,SSD,,,750W,Fan,0,7,16.0,24.0,30,5.0,1.8,5.0,1000
11399000,https://hacom.vn/hacom-ares-a4-i3-1200f-h610-8g-ram-gtx-1650-550w,i3-12100F,8GB,DDR4,250GB,SSD,610,4.0,550W,Fan,0,7,4.0,8.0,12,5.0,4.3,4.3,0
44699000,https://hacom.vn/pc-asus-rog-strix-g15cf-i7-12700f-16gb-ram-512gb-ssd-rtx3070-wl-bt-win-11-g15cf-71270f110w,i7-12700,16GB,,512GB,SSD,3070,8.0,750W,Fan,11,7,12.0,20.0,25,5.0,1.6,4.8,1000
12799000,https://hacom.vn/hacom-ares-i3-12100f-gtx-1650-1-2-3-4,i3-12100,8GB,DDR4,250GB,SSD,610,4.0,550W,Fan,0,7,4.0,8.0,12,5.0,4.3,4.3,1000
15199000,https://hacom.vn/pc-dell-optiplex-7010-tower-i5-13500-8gb-ram-512gb-ssd-k-m-ubuntu-den-42ot701006,i5-13500,8GB,DDR4,512GB,SSD,,,180W,Fan,0,7,14.0,20.0,24,5.0,1.8,4.8,1000
14139000,https://hacom.vn/pc-acer-as-xc-895-i5-10400-4gb-ram-1tb-hdd-gt730-dvdrw-wl-bt-k-m-win-10-dt.bewsv.00b,i5-10400,4GB,DDR4,1TB,HDD,,,,Fan,10,14,6.0,12.0,12,4.0,2.9,4.3,1000
8899000,https://hacom.vn/pc-hp-280-pro-g6-microtower-i3-10105-4gb-ram-256gb-ssd-wl-bt-k-m-win-11-60p78pa,i3-10105,4GB,DDR4,256GB,SSD,,,,Fan,11,14,4.0,8.0,6,4.0,3.7,4.4,1000
15499000,https://hacom.vn/pc-dell-optiplex-7010-tower-plus-i5-13500-8gb-ram-ddr5-256gb-ssd-k-m-ubuntu-den-01mtde7010.13500.04,i5-13500,8GB,DDR5,256GB,SSD,,,260W,Fan,0,7,14.0,20.0,24,5.0,1.8,4.8,1000
14999000,https://hacom.vn/pc-hp-all-in-one-22-dd2045d-9a8m7pa-i3-1215u-8gb-ram-512gb-ssd-21.5-fhd-wl-bt-k-m-win11-trang,i3-1215U,8GB,DDR4,512GB,SSD,,,,Fan,11,7,6.0,8.0,10,5.0,4.4,4.4,1000
23599000,https://hacom.vn/hacom-sniper-s6-i5-13400-rtx-4060,i5-13400,16GB,DDR4,500GB,SSD,4060,8.0,650W,Fan,0,7,10.0,16.0,20,5.0,1.8,4.6,1000
19499000,https://hacom.vn/pc-hacom-x-msi-i5-13400f-rtx-3050-power-by-msi,i5-13400,16GB,DDR4,500GB,SSD,,,550W,Fan,0,7,10.0,16.0,20,5.0,1.8,4.6,1000
22499000,https://hacom.vn/pc-hacom-cad-c119-case-mini-tower-i5-13400f-b760-16gb-ram-500gb-ssd-rtx-a2000-6gb-550w,i5-13400,16GB,DDR4,500GB,SSD,,,550W,Fan,0,7,10.0,16.0,20,5.0,1.8,4.6,1000
62599000,https://hacom.vn/hacom-x-thermaltake-apollo-i11-i7-14700k-z790-32g-ram-rtx-4070-ti-1050w,i7-14700,32GB,DDR5,1024GB,SSD,4070,12.0,1050W,Liquid,0,7,20.0,28.0,33,5.0,1.5,5.3,1000
15799000,https://hacom.vn/pc-hacom-cad-c121-i5-14400f-b760-16gb-ram-500gb-ssd-t400-4gb-550w,i5-14400,16GB,DDR4,500GB,SSD,,,550W,Fan,0,7,10.0,16.0,20,5.0,1.8,4.7,1000
13999000,https://hacom.vn/pc-asus-s501md-512400059w-i5-12400-8gb-ram-256gb-ssd-wl-bt-k-m-win-11-90pf0381-m00cy0,i5-12400,8GB,,256GB,SSD,,,,Fan,11,7,6.0,12.0,18,5.0,4.4,4.4,1000
14899000,https://hacom.vn/pc-gaming-hacom-shark-s36-i5-12400f-b660-8gb-ram-250gb-ssd-gtx-1660s-550w,i5-12400,8GB,DDR4,250GB,SSD,1660,6.0,550W,Fan,0,7,6.0,12.0,18,5.0,4.4,4.4,1000
18299000,https://hacom.vn/pc-hp-all-in-one-22-dd2043d-9a8j8pa-i5-1235u-8gb-ram-512gb-ssd-21.5-fhd-wl-bt-k-m-win-11-trang,i5-1235U,8GB,DDR4,512GB,SSD,,,,Fan,11,7,10.0,12.0,12,5.0,4.4,4.4,1000
27499000,https://hacom.vn/pc-msi-creator-p50-11si-058xvn,i5-11400,16GB,DDR4,512GB,SSD,1660 Super,6.0,330W,Fan,0,14,6.0,12.0,12,4.0,2.6,4.4,1000
23099000,https://hacom.vn/hacom-sniper-i5-12400f-rtx-3060-ti,i5-12400,16GB,DDR4,500GB,SSD,3060,12.0,750W,Fan,0,7,6.0,12.0,18,5.0,4.4,4.4,1000
13099000,https://hacom.vn/pc-hacom-cad-c126-i5-12400f-b760-16gb-ram-256gb-ssd-t400-4gb-550w,i5-12400,16GB,DDR4,256GB,SSD,620,4.0,550W,Fan,0,7,6.0,12.0,18,5.0,4.4,4.4,1000
16999000,https://hacom.vn/hacom-sniper-i5-12400f-rtx-3050,i5-12400,8GB,DDR4,250GB,SSD,,,600W,Fan,0,7,6.0,12.0,18,5.0,4.4,4.4,1000
14999000,https://hacom.vn/hacom-sniper-s28-i5-12400f-gtx-1660s,i5-12400,8GB,DDR4,250GB,SSD,1660,6.0,550W,Fan,0,7,6.0,12.0,18,5.0,4.4,4.4,1000
15499000,https://hacom.vn/pc-hp-pro-tower-400-g9-i5-13500-16gb-ram-512g-ssd-wl-bt-k-m-win11-9h1t5pt,i5-13500,16GB,DDR4,512GB,SSD,,,,Fan,11,7,14.0,20.0,24,5.0,1.8,4.8,1000
11399000,https://hacom.vn/pc-gaming-hacom-tiger-t28-i3-12100f-h610-8gb-ram-250gb-ssd-gtx-1650-450w,i3-12100,8GB,DDR4,250GB,SSD,610,4.0,450W,Fan,0,7,4.0,8.0,12,5.0,4.3,4.3,1000
13299000,https://hacom.vn/pc-hp-pro-mini-400-g9-9h1u6pt-i5-13500t-8gb-ram-256gb-ssd-wl-bt-k-m-win11,i5-13500,8GB,DDR4,256GB,SSD,,,,Fan,11,7,14.0,20.0,24,5.0,1.8,4.8,1000
13999000,https://hacom.vn/pc-asus-s500se-513400036w-i5-13400-16gb-ram-512gb-ssd-wl-bt-k-m-win-11,i5-13400,16GB,,512GB,SSD,,,,Fan,11,7,10.0,16.0,20,5.0,1.8,4.6,1000
10899000,https://hacom.vn/pc-hp-pro-mini-400-g9-9h1u5pt-i3-13100t-8gb-ram-256gb-ssd-wl-bt-k-m-win11,i3-13100,8GB,DDR4,256GB,SSD,,,,Fan,11,7,4.0,8.0,12,5.0,4.5,4.5,1000
8799000,https://hacom.vn/pc-hacom-business-mini-vs2-i5-12400-h610-8gb-ram-500gb,i5-12400,8GB,DDR4,500GB,SSD,610,4.0,,Fan,0,7,6.0,12.0,18,5.0,4.4,4.4,1000
10599000,https://hacom.vn/hacom-ares-a1-i3-12100f-gtx-1650,i3-12100,8GB,DDR4,256GB,SSD,610,4.0,550W,Fan,0,7,4.0,8.0,12,5.0,4.3,4.3,1000
10799000,https://hacom.vn/pc-hacom-cad-c120-i3-13100f-h610-16gb-ram-250gb-ssd-t400-4gb-450w,i3-13100,16GB,DDR4,250GB,SSD,610,4.0,450W,Fan,0,7,4.0,8.0,12,5.0,4.5,4.5,1000
12499000,https://hacom.vn/pc-asus-s501md-512400079w-i5-12400-8gb-ram-512gb-ssd-wl-bt-k-m-win-11-90pf0381-m00fh0,i5-12400,8GB,,512GB,SSD,,,,Fan,11,7,6.0,12.0,18,5.0,4.4,4.4,1000
13299000,https://hacom.vn/pc-hp-pavilion-tp01-4019d-8x3r3pa-i5-13400-8gb-ram-512gb-ssd-wl-bt-k-m-win-11-bac,i5-13400,8GB,DDR4,512GB,SSD,,,,Fan,11,7,10.0,16.0,20,5.0,1.8,4.6,1000
11699000,https://hacom.vn/pc-dell-optiplex-7010-sff-i3-13100-8gb-ram-256gb-ssd-k-m-ubuntu-den-71016921,i3-13100,8GB,DDR4,256GB,HDD,,,180W,Fan,0,7,4.0,8.0,12,5.0,4.5,4.5,1000
18999000,https://hacom.vn/pc-hacom-trader-t005-i5-13400f-b760-16gb-ram-500gb-ssd-2x-nvidia-t400-4gb-550w,i5-13400,16GB,DDR4,500GB,SSD,,,550W,Fan,0,7,10.0,16.0,20,5.0,1.8,4.6,1000
10999000,https://hacom.vn/pc-dell-optiplex-3000-sff-i3-12100-8gb-ram-256gb-ssd-dvdrw-k-m-ubuntu-den-71010216,i3-12100,8GB,DDR4,256GB,SSD,,,180W,Fan,0,7,4.0,8.0,12,5.0,4.3,4.3,1000
12999000,https://hacom.vn/pc-gaming-hacom-tiger-t27-i3-12100f-h610-8gb-ram-250gb-ssd-gtx-1660s-500w,i3-12100,8GB,DDR4,250GB,SSD,610,4.0,500W,Fan,0,7,4.0,8.0,12,5.0,4.3,4.3,1000
17499000,https://hacom.vn/pc-hp-all-in-one-200-pro-g4-i5-1235u-8gb-ram-512gb-ssd-21.5-inch-fhd-wl-bt-k-m-win-11-74s25pa,i5-1235U,8GB,DDR4,512GB,HDD,,,65 W,Fan,11,7,10.0,12.0,12,5.0,4.4,4.4,1000
12199000,https://hacom.vn/pc-hp-pro-280-g9-tower-i5-12500-8gb-ram-256gb-ssd-wl-bt-k-m-win11-72j49pa,i5-12500,8GB,DDR4,256GB,SSD,,,,Fan,11,7,6.0,12.0,18,5.0,4.6,4.6,1000
13499000,https://hacom.vn/pc-hp-s01-pf2025d-i5-12400-8gb-ram-512gb-ssd-wl-bt-k-m-win-11-6k7a3pa,i5-12400,8GB,DDR4,512GB,SSD,,,,Fan,11,7,6.0,12.0,18,5.0,4.4,4.4,1000
12299000,https://hacom.vn/pc-gaming-hacom-tiger-t29-i3-12100f-h610-8gb-ram-250gb-ssd-gtx-1650-550w,i3-12100,8GB,DDR4,250GB,SSD,610,4.0,550W,Fan,0,7,4.0,8.0,12,5.0,4.3,4.3,1000
50599000,https://hacom.vn/hacom-poseidon-i7-13700f-rtx-4070,i7-13700,32GB,DDR4,1TB,SSD,4070,12.0,750W,Liquid,0,7,16.0,24.0,30,5.0,1.5,5.1,1000
20699000,https://hacom.vn/hacom-shark-s40-i5-12400f-rtx-3060,i5-12400,16GB,DDR4,500GB,SSD,3060,12.0,650W,Fan,0,7,6.0,12.0,18,5.0,4.4,4.4,1000
8099000,https://hacom.vn/pc-hacom-cad-c045-i3-10105f-h510-8gb-ram-240gb-ssd-t400-2gb,i3-10105,8GB,DDR4,,SSD,,,500W,Fan,0,14,4.0,8.0,6,4.0,3.7,4.4,1000
14999000,https://hacom.vn/pc-hp-all-in-one-22-dd2044d-9a8j9pa-i3-1215u-16gb-ram-256gb-ssd-21.5-fhd-wl-bt-k-m-win-11-trang,i3-1215U,16GB,DDR4,256GB,SSD,,,,Fan,11,7,6.0,8.0,10,5.0,4.4,4.4,1000
12899000,https://hacom.vn/pc-hp-pro-400-g9-sff-i5-12500-8gb-ram-256gb-ssd-wl-bt-k-m-win11-72l09pa,i5-12500,8GB,DDR4,256GB,SSD,,,240 W,Fan,11,7,6.0,12.0,18,5.0,4.6,4.6,1000
12199000,https://hacom.vn/pc-hp-280-pro-g9-sff-i5-12500-8gb-ram-256gssd-wl-bt-k-m-win-11-72k92pa,i5-12500,8GB,DDR4,256GB,HDD,,,180 W,Fan,11,7,6.0,12.0,18,5.0,4.6,4.6,1000
6999000,https://hacom.vn/pc-hacom-business-mini-p14-i3-10105-h510-8gb-ram-500gb-ssd,i3-10105,8GB,,500GB,SSD,630,4.0,350W,Fan,0,14,4.0,8.0,6,4.0,3.7,4.4,1000
33799000,https://hacom.vn/workstation-dell-precision-3660-tower-i7-12700-8gb-ram-512gb-ssd-dvdrw-t400-4gb-k-m-42pt3660d12,i7-12700,8GB,,512GB,HDD,,,,Fan,0,7,12.0,20.0,25,5.0,1.6,4.8,1000
13999000,https://hacom.vn/pc-hp-all-in-one-200-pro-g4-i3-1215u-8gb-ram-256gb-ssd-21.5-inch-fhd-wl-bt-k-m-win-11-74s22pa,i3-1215U,8GB,DDR4,256GB,HDD,,,65 W,Fan,11,7,6.0,8.0,10,5.0,4.4,4.4,1000
14499000,https://hacom.vn/pc-dell-vostro-3020sff-i5-13400-8gb-ram-512gb-ssd-wl-bt-k-m-win11-42vt3020sff0004,i5-13400,8GB,DDR4,512GB,SSD,,,,Fan,11,7,10.0,16.0,20,5.0,1.8,4.6,1000
79999000,https://hacom.vn/hacom-x-asus-proart-apollo-i10-i7-14700k-rtx-4070-ti,i7-14700,64GB,DDR5,2TB,SSD,4070,12.0,1000W,Liquid,0,7,20.0,28.0,33,5.0,1.5,5.3,1000
16999000,https://hacom.vn/pc-lenovo-thinkcentre-neo-50t-gen-4-i7-13700-8gb-ram-512gb-ssd-wl-bt-k-m-no-os-12jb001kva,i7-13700,8GB,DDR4,512GB,HDD,,,,Fan,0,7,16.0,24.0,30,5.0,1.5,5.1,1000
13299000,https://hacom.vn/pc-hacom-cad-c111-i5-12400f-b760-16gb-ram-500gb-ssd-t400-4gb-500w,i5-12400,16GB,DDR4,500GB,SSD,,,500W,Fan,0,7,6.0,12.0,18,5.0,4.4,4.4,1000
33399000,https://hacom.vn/pc-dell-inspiron-3020-i7-13700-16gb-ram-512gb-ssd-1tb-rtx-3050-8g-wl-bt-k-m-win11-mti71028w1-16g-512g-1t,i7-13700,16GB,DDR4,512GB,HDD,,,,Fan,11,7,16.0,24.0,30,5.0,1.5,5.1,1000
11399000,https://hacom.vn/pc-dell-vostro-3020sff-i3-13100-8gb-ram-512gb-ssd-wl-bt-k-m-win11-sffi32004w1-8g-512g,i3-13100,8GB,,512GB,SSD,,,,Fan,11,7,4.0,8.0,12,5.0,4.5,4.5,1000
10999000,https://hacom.vn/pc-hp-280-pro-g9-sff-9h9c5pt-i3-12100-8gb-ram-256gb-ssd-wl-bt-k-m-win-11,i3-12100,8GB,DDR4,256GB,HDD,,,180 W,Fan,11,7,4.0,8.0,12,5.0,4.3,4.3,1000
21799000,https://hacom.vn/pc-dell-inspiron-3020-i7-13700-16gb-ram-512gb-ssd-wl-bt-k-m-win11-mti71026w1-16g-512g,i7-13700,16GB,DDR4,512GB,SSD,,,,Fan,11,7,16.0,24.0,30,5.0,1.5,5.1,1000
148099000,https://hacom.vn/pc-hacom-x-asus-i9-14900k-rtx-4090-powered-by-asus,i9-14900,64GB,DDR5,2TB,SSD,4090,24.0,1600W,Fan,0,7,24.0,32.0,36,5.0,1.5,5.4,1000
50599000,https://hacom.vn/hacom-apollo-i7-12700k-rtx-3070-ti,i7-12700,32GB,DDR4,512GB,SSD,3070,8.0,850W,Liquid,0,7,12.0,20.0,25,5.0,1.6,4.8,1000
17499000,https://hacom.vn/pc-hp-m01-f3004d-i7-13700-8gb-ram-512gb-ssd-intel-graphics-wlan-ax-bt-usb-keyboard-mouse-win11-home-64-dark-black-8c5s0pa,i7-13700,8GB,DDR4,512GB,SSD,,,180 W,Fan,11,7,16.0,24.0,30,5.0,1.5,5.1,1000
19999000,https://hacom.vn/pc-asus-all-in-one-a5402wvak-ba016w-i5-1340p-8gb-ram-512gb-ssd-23.8-fhd-wl-bt-k-m-win-11-den,i5-1340P,8GB,DDR4,512GB,HDD,540,4.0,,Fan,11,7,12.0,16.0,12,5.0,4.6,4.6,1000
12999000,https://hacom.vn/pc-hp-pavilion-tp01-3008d-i5-12400-8gb-ram-256gb-ssd-wl-bt-k-m-win-11-6k7a9pa,i5-12400,8GB,DDR4,256GB,SSD,,,,Fan,11,7,6.0,12.0,18,5.0,4.4,4.4,1000
12799000,https://hacom.vn/may-tinh-mini-pc-kit-intel-nuc11tn-core-i7-1165g7-bnuc11tnki70000,i7-1165G7,,,,HDD,,,,Fan,0,10,4.0,8.0,12,4.0,1.2,4.7,1000
10399000,https://hacom.vn/pc-hp-280-pro-tower-g9-i3-12100-8gb-ram-256gb-ssd-wl-bt-k-m-win11-72j47pa,i3-12100,8GB,DDR4,256GB,SSD,,,180 W,Fan,11,7,4.0,8.0,12,5.0,4.3,4.3,1000
11699000,https://hacom.vn/pc-dell-vostro-3020t-i3-13100-8gb-ram-512gb-ssd-wl-bt-k-m-win11-71031596,i3-13100,8GB,DDR4,512GB,SSD,,,180W,Fan,11,7,4.0,8.0,12,5.0,4.5,4.5,1000
13699000,https://hacom.vn/pc-dell-optiplex-7010-sff-i5-13500-8gb-ram-256gb-ssd-k-m-ubuntu-den-7010sff8g2561y,i5-13500,8GB,DDR4,256GB,SSD,,,180W,Fan,0,7,14.0,20.0,24,5.0,1.8,4.8,1000
14999000,https://hacom.vn/pc-hp-elite-tower-600-g9-9h097pt-i5-13500-8gb-ram-256gb-ssd-wl-bt-k-m-win11,i5-13500,8GB,DDR5,256GB,SSD,,,65W,Fan,11,7,14.0,20.0,24,5.0,1.8,4.8,1000
13199000,https://hacom.vn/pc-hp-280-pro-tower-g9-9h9c3pt-i5-12500-8gb-ram-512gb-ssd-wl-bt-k-m-win11,i5-12500,8GB,DDR4,512GB,SSD,,,,Fan,11,7,6.0,12.0,18,5.0,4.6,4.6,1000
8799000,https://hacom.vn/hacom-ares-a7-i3-1200f-h610-8g-ram-gtx-1030-450w,i3-12100F,8GB,DDR4,250GB,SSD,610,4.0,450W,Fan,0,7,4.0,8.0,12,5.0,4.3,4.3,0
23299000,https://hacom.vn/hacom-sniper-i5-13400f-rtx-3060-pcgm743,i5-13400,16GB,DDR4,500GB,SSD,3060,12.0,650W,Fan,0,7,10.0,16.0,20,5.0,1.8,4.6,1000
9999000,https://hacom.vn/pc-hp-280-pro-g9-sff-i3-12100-8gb-ram-256gssd-wl-bt-k-m-win-11-72k90pa,i3-12100,8GB,DDR4,256GB,HDD,,,,Fan,11,7,4.0,8.0,12,5.0,4.3,4.3,1000
7399000,https://hacom.vn/pc-hacom-business-i3121-8gs5-i3-12100-h610-8gb-ram-500gb,i3-12100,8GB,,500GB,SSD,610,4.0,,Fan,0,7,4.0,8.0,12,5.0,4.3,4.3,1000
10499000,https://hacom.vn/pc-hp-prodesk-400-g9-mt-i3-12100-4gb-ram-256gssd-wl-bt-k-m-win-11-72k96pa,i3-12100,4GB,DDR4,256GB,SSD,,,,Fan,11,7,4.0,8.0,12,5.0,4.3,4.3,1000
13299000,https://hacom.vn/pc-hacom-designer-d141-i5-10400f-b560-16gb-ram-500gb-ssd-rtx-3050-550w,i5-10400,16GB,DDR4,500GB,SSD,,,550W,Fan,0,14,6.0,12.0,12,4.0,2.9,4.3,1000
15999000,https://hacom.vn/pc-lenovo-thinkcentre-aio-neo-30a-27-gen-4-i5-13420h-8gb-ram-512gb-ssd-27-inch-fhd-wl-bt-k-m-dos-den-12ju001cva,i5-13420H,8GB,DDR4,512GB,SSD,,,,Fan,0,7,8.0,12.0,12,5.0,4.6,4.6,1000
15499000,https://hacom.vn/hacom-mini-c2-white-v2-i5-12400f-gtx-1660-super,i5-12400,8GB,DDR4,500 GB,SSD,1660,6.0,550W,Fan,0,7,6.0,12.0,18,5.0,4.4,4.4,1000
62999000,https://hacom.vn/hacom-apollo-i01-i7-14700k-rtx-4070-ti,i7-14700,32GB,DDR5,512GB,SSD,4070,12.0,850W,Liquid,0,7,20.0,28.0,33,5.0,1.5,5.3,1000
11199000,https://hacom.vn/pc-dell-inspiron-3020t-i3-13100-8gb-ram-256gb-ssd-wl-bt-k-m-office-win11-42in3020mt0001,i3-13100,8GB,DDR4,256GB,SSD,,,,Fan,11,7,4.0,8.0,12,5.0,4.5,4.5,1000
13999000,https://hacom.vn/pc-hp-pro-mini-400-g9-9h1u7pt-i5-13500t-8gb-ram-512gb-ssd-wl-bt-k-m-win11,i5-13500,8GB,DDR4,512GB,SSD,,,,Fan,11,7,14.0,20.0,24,5.0,1.8,4.8,1000
23399000,https://hacom.vn/pc-hacom-cad-c124-i7-14700-b760-16gb-ram-500gb-ssd-t400-4gb-550w,i7-14700,16GB,DDR5,500GB,SSD,520,4.0,550W,Liquid,0,7,20.0,28.0,33,5.0,1.5,5.3,1000
15499000,https://hacom.vn/pc-dell-optiplex-7010-sff-i5-13500-8gb-ram-512gb-ssd-k-m-ubuntu-den-7010sff8g5123y,i5-13500,8GB,DDR4,512GB,SSD,,,180W,Fan,0,7,14.0,20.0,24,5.0,1.8,4.8,1000
20999000,https://hacom.vn/pc-dell-vostro-3020sff-i7-13700-16gb-ram-512gb-ssd-wl-bt-k-m-win11-i72028w1-16g-512g,i7-13700,16GB,DDR4,512GB,SSD,,,,Fan,11,7,16.0,24.0,30,5.0,1.5,5.1,1000
8999000,https://hacom.vn/pc-lenovo-thinkcentre-m70t-gen-3-i3-12100-8gb-ram-256gb-ssd-wl-bt-k-m-no-os-11ta000xva,i3-12100,8GB,,256GB,SSD,,,,Fan,0,7,4.0,8.0,12,5.0,4.3,4.3,1000
9999000,https://hacom.vn/pc-asus-s500se-313100029w-i3-13100-8gb-ram-512gb-ssd-wl-bt-k-m-win-11,i3-13100,8GB,,512GB,SSD,,,,Fan,11,7,4.0,8.0,12,5.0,4.5,4.5,1000
18999000,https://hacom.vn/pc-dell-inspiron-all-in-one-5420-i3-1315u-8gb-ram-512gb-ssd-23.8-inch-fhd-camera-wl-bt-kb-m-win-11-office-den-fnrj1,i3-1315U,8GB,DDR4,512GB,SSD,,,,Fan,11,7,6.0,8.0,10,5.0,4.5,4.5,1000
6399000,https://hacom.vn/pc-hacom-business-mini-p44-v2-i3-10105-h510-8gb-ram-256gb,i3-10105,8GB,DDR4,256GB,SSD,630,4.0,,Fan,0,14,4.0,8.0,6,4.0,3.7,4.4,1000
31699000,https://hacom.vn/hacom-apollo-i7-13700f-rtx-4060-ti-pcgm735,i7-13700,16GB,DDR4,500GB,SSD,4060,8.0,750W,Liquid,0,7,16.0,24.0,30,5.0,1.5,5.1,1000
27499000,https://hacom.vn/pc-msi-creator-p50-11si-058xvn,i5-11400,16GB,DDR4,512GB,SSD,1660 Super,6.0,330W,Fan,0,14,6.0,12.0,12,4.0,2.6,4.4,1000
20999000,https://hacom.vn/pc-hp-elite-tower-600-g9-9h098pt-i7-13700-16gb-ram-512gb-ssd-wl-bt-k-m-win11,i7-13700,16GB,DDR5,512GB,SSD,,,260 W,Fan,11,7,16.0,24.0,30,5.0,1.5,5.1,1000
16499000,https://hacom.vn/pc-hacom-cad-c122-i5-14400-b760-16gb-ram-500gb-ssd-t400-4gb-550w,i5-14400,16GB,DDR4,500GB,SSD,,,450W,Fan,0,7,10.0,16.0,20,5.0,1.8,4.7,1000
13999000,https://hacom.vn/pc-hp-280-pro-g9-sff-i5-12500-8gb-ram-512gssd-wl-bt-k-m-win-11-72k93pa,i5-12500,8GB,DDR4,512GB,HDD,,,,Fan,11,7,6.0,12.0,18,5.0,4.6,4.6,1000
18699000,https://hacom.vn/hacom-sniper-i5-13400f-rtx-3050,i5-13400,16GB,DDR4,500GB,SSD,,,550W,Fan,0,7,10.0,16.0,20,5.0,1.8,4.6,1000
12999000,https://hacom.vn/pc-hp-m01-f2031d-i5-12400-8gb-ram-256gb-ssd-wl-bt-k-m-win-11-76t99pa,i5-12400,8GB,DDR4,256GB,SSD,,,,Fan,11,7,6.0,12.0,18,5.0,4.4,4.4,1000
13499000,https://hacom.vn/pc-hp-pro-280-g9-tower-i5-12500-8gb-ram-512gb-ssd-wl-bt-k-m-win11-72g57pa,i5-12500,8GB,DDR4,512GB,SSD,,,,Fan,11,7,6.0,12.0,18,5.0,4.6,4.6,1000
10199000,https://hacom.vn/pc-mini-asus-pn64-b-s5188md-i5-12500h-intel-ax211-gig-wi-fi-6e-bluetooth-5.2-vesa-mount-display-1.4-port,i5-12500,64GB,DDR5,,SSD,,,35W,Fan,10,7,6.0,12.0,18,5.0,4.6,4.6,1000
15699000,https://hacom.vn/pc-acer-as-all-in-one-c22-963-i3-1005g1-8gb-ram-1tb-hdd-128gb-ssd-21.5-inch-fhd-wl-bt-k-m-win-10-dq.bensv.001,i3-1005G1,128GB,DDR4,128GB,HDD,,,,Fan,10,10,2.0,4.0,4,4.0,0.9,3.4,900
66999000,https://hacom.vn/pc-gigabyte-aorus-model-x,i9-12900K,32GB,DDR5,2TB,SSD,3080,12.0,850W,Liquid,0,7,16.0,24.0,30,5.0,2.4,5.1,1000
15499000,https://hacom.vn/hacom-sniper-i5-12400f-gtx-1660-super-1-2-3,i5-12400,8GB,DDR4,250GB,SSD,1660,6.0,550W,Fan,0,7,6.0,12.0,18,5.0,4.4,4.4,1000
19499000,https://hacom.vn/pc-hp-elite-mini-800-g9-9h0c7pt-i5-13500-8gb-ram-512gb-ssd-wl-bt-k-m-win11,i5-13500,8GB,DDR5,512GB,SSD,,,,Fan,11,7,14.0,20.0,24,5.0,1.8,4.8,1000
24999000,https://hacom.vn/pc-hacom-x-msi-i5-14400f-rtx-4060-power-by-msi,i5-14400,16GB,DDR4,500GB,SSD,4060,8.0,650W,Fan,0,7,10.0,16.0,20,5.0,1.8,4.7,1000
16699000,https://hacom.vn/pc-lenovo-thinkcentre-aio-neo-30a-24-gen-4-i7-13620h-8gb-ram-512gb-ssd-23.8-inch-fhd-wl-bt-k-m-win11-12jy001tvn,i7-13620H,8GB,,512GB,HDD,620,4.0,,Fan,11,7,10.0,16.0,24,5.0,4.9,4.9,1000
9799000,https://hacom.vn/pc-mini-asus-pn64-b-s3187md-i3-1220p-intel-ax211-gig-wi-fi-6e-bluetooth-5.2-vesa-mount-display-1.4-port,i3-1220P,64GB,DDR5,,SSD,,,90W,Fan,10,7,10.0,12.0,12,5.0,4.4,4.4,1000
20999000,https://hacom.vn/pc-lenovo-thinkcentre-aio-neo-30a-27-gen-4-i7-13620h-8gb-ram-512gb-ssd-27-inch-fhd-wl-bt-k-m-win11-den-12ju001gvn,i7-13620H,8GB,DDR4,512GB,SSD,620,4.0,,Fan,11,7,10.0,16.0,24,5.0,4.9,4.9,1000
15499000,https://hacom.vn/pc-lenovo-thinkcentre-aio-neo-30a-24-gen-3-i7-1260p-8gb-ram-512gb-ssd-23.8-inch-fhd-wl-bt-k-m-win-11-12b000d2vn,i7-1260P,8GB,DDR4,512GB,SSD,,,,Fan,11,7,12.0,16.0,18,5.0,4.7,4.7,1000
