UPE | Compare Intel® Products
05/06/2024 10:46:13 AM
,Intel® Core™ i7-9700KF Processor (12M Cache- up to 4.90 GHz)

Essentials
Product Collection,9th Generation Intel® Core™ i7 Processors
Code Name,Products formerly Coffee Lake
Vertical Segment,Desktop
Processor Number,i7-9700KF
Lithography,14 nm
Recommended Customer Price,$349.00

CPU Specifications
Total Cores,8
Total Threads,8
Max Turbo Frequency,4.90 GHz
Intel® Turbo Boost Technology 2.0 Frequency‡,4.90 GHz
Processor Base Frequency,3.60 GHz
Cache,12 MB Intel® Smart Cache
Bus Speed,8 GT/s
TDP,95 W

Supplemental Information
Marketing Status,Discontinued
Launch Date,Q1'19
Embedded Options Available,No
Use Conditions,PC/Client/Tablet
Included Items,Please note: The boxed product does not include a fan or heat sink
Datasheet,View now

Memory Specifications
Max Memory Size (dependent on memory type),128 GB
Memory Types,DDR4-2666
Max # of Memory Channels,2
Max Memory Bandwidth,41.6 GB/s
ECC Memory Supported   ‡,No

Expansion Options
Scalability,1S Only
PCI Express Revision,3.0
PCI Express Configurations ‡,Up to 1x16 |  2x8 |  1x8+2x4
Max # of PCI Express Lanes,16

Package Specifications
Sockets Supported,FCLGA1151
Max CPU Configuration,1
Thermal Solution Specification,PCG 2015D (130W)
TJUNCTION,100°C
Package Size,37.5mm x 37.5mm

Advanced Technologies
Intel® Optane™ Memory Supported ‡,Yes
Intel® Turbo Boost Technology ‡,2.0
Intel® Hyper-Threading Technology ‡,No
Intel® Transactional Synchronization Extensions,Yes
Intel® 64 ‡,Yes
Instruction Set,64-bit
Instruction Set Extensions,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2
Idle States,Yes
Enhanced Intel SpeedStep® Technology,Yes
Thermal Monitoring Technologies,Yes
Intel® Identity Protection Technology ‡,Yes

Security & Reliability
Intel® AES New Instructions,Yes
Secure Key,Yes
Intel® Software Guard Extensions (Intel® SGX),Yes with Intel® ME
Intel® Memory Protection Extensions (Intel® MPX),Yes
Intel® OS Guard,Yes
Intel® Trusted Execution Technology ‡,No
Execute Disable Bit ‡,Yes
Intel® Boot Guard,Yes
Intel® Stable IT Platform Program (SIPP),No
Intel® Virtualization Technology (VT-x) ‡,Yes
Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Yes
Intel® VT-x with Extended Page Tables (EPT) ‡,Yes
Link,https://www.intel.com/content/www/us/en/products/sku/190885/intel-core-i79700kf-processor-12m-cache-up-to-4-90-ghz/specifications.html
