UPE | Compare Intel® Products
05/06/2024 11:02:26 AM
,Intel® Core™ i5-4250U Processor (3M Cache- up to 2.60 GHz)

Essentials
Product Collection,4th Generation Intel® Core™ i5 Processors
Code Name,Products formerly Haswell
Vertical Segment,Mobile
Processor Number,i5-4250U
Lithography,22 nm

CPU Specifications
Total Cores,2
Total Threads,4
Max Turbo Frequency,2.60 GHz
Intel® Turbo Boost Technology 2.0 Frequency‡,2.60 GHz
Processor Base Frequency,1.30 GHz
Cache,3 MB Intel® Smart Cache
Bus Speed,5 GT/s
TDP,15 W

Supplemental Information
Marketing Status,Discontinued
Launch Date,Q3'13
Servicing Status,End of Servicing Lifetime
End of Servicing Updates Date,Wednesday |  June 30 |  2021
Embedded Options Available,No
Datasheet,View now

Memory Specifications
Max Memory Size (dependent on memory type),16 GB
Memory Types,DDR3L 1333/1600 |  LPDDR3 1333/1600
Max # of Memory Channels,2
Max Memory Bandwidth,25.6 GB/s
ECC Memory Supported   ‡,No

GPU Specifications
GPU Name‡,Intel® HD Graphics 5000
Graphics Base Frequency,200 MHz
Graphics Max Dynamic Frequency,1.00 GHz
Graphics Video Max Memory,2 GB
Graphics Output,eDP/DP/HDMI
Max Resolution (HDMI)‡,3280x2000@60Hz
Max Resolution (DP)‡,3200x2000@60Hz
DirectX* Support,11.2/12
OpenGL* Support,4.3
Intel® Quick Sync Video,Yes
Intel® InTru™ 3D Technology,Yes
Intel® Flexible Display Interface (Intel® FDI),No
Intel® Clear Video HD Technology,Yes
# of Displays Supported ‡,3
Device ID,0xA26

Expansion Options
PCI Support,No
PCI Express Revision,2.0
PCI Express Configurations ‡,4x1 |  2x4
Max # of PCI Express Lanes,12

I/O Specifications
# of USB Ports,4
USB Revision,3.0
Total # of SATA Ports,4
Integrated LAN,No
Integrated IDE,No
General Purpose IO,Yes
UART,Yes
Max # of SATA 6.0 Gb/s Ports,4

Package Specifications
Sockets Supported,FCBGA1168
Max CPU Configuration,1
TJUNCTION,100°C
Package Size,40mm x 24mm x 1.5mm

Advanced Technologies
Intel® Turbo Boost Technology ‡,2.0
Intel® Hyper-Threading Technology ‡,Yes
Intel® Transactional Synchronization Extensions,No
Intel® 64 ‡,Yes
Instruction Set,64-bit
Instruction Set Extensions,Intel® SSE4.1 |  Intel® SSE4.2 |  Intel® AVX2
Idle States,Yes
Enhanced Intel SpeedStep® Technology,Yes
Thermal Monitoring Technologies,Yes
Intel® ME Firmware Version,9.5
Intel® HD Audio Technology,Yes
Intel® Identity Protection Technology ‡,Yes
Intel® Rapid Storage Technology,Yes
Intel® Smart Connect Technology,Yes

Security & Reliability
Intel® AES New Instructions,Yes
Secure Key,Yes
Intel® Trusted Execution Technology ‡,No
Execute Disable Bit ‡,Yes
Anti-Theft Technology,Yes
Intel® Virtualization Technology (VT-x) ‡,Yes
Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Yes
Intel® VT-x with Extended Page Tables (EPT) ‡,Yes
Link,https://www.intel.com/content/www/us/en/products/sku/75028/intel-core-i54250u-processor-3m-cache-up-to-2-60-ghz/specifications.html
